"","Gene_id","AvgDif_12B","AvgDif_10G","AvgDif_3D7B","Red_12B","Red_10G","Red_3D7B","MaxAvgDif","Exp_12B","Exp_10G","Exp_3D7B"
"2570","PF3D7_1022000",0.0475905889886485,-0.04670479688179,0.00233214370011311,3813.9,3285.125,3270.4,0.0942953858704386,1,1,1
"2571","PF3D7_1022100",-0.0322164271828735,0.123436829077342,-0.0756959950446501,1071.50833333333,809.383333333335,1004.95,0.199132824121992,1,1,1
"2572","PF3D7_1022200",0.0366206689319686,-0.0278019128613029,0.00691239327029596,6691.68333333334,6847.5,5526.4,0.0644225817932715,1,1,1
"2573","PF3D7_1022300",0.183220344871374,0.436814552679493,-0.326755427370329,794.925,538.366666666667,778.483333333333,0.763569980049821,1,1,1
"2574","PF3D7_1022400",-0.116755203518845,0.097184784137155,-0.0378875137395887,15453.6833333334,15516.275,14124.9583333334,0.213939987656,1,1,1
"2575","PF3D7_1022500",0.215194833755574,0.173503845383716,-0.295382630118267,4149.25,4667.01666666666,3860.12083333333,0.510577463873842,1,1,1
"2576","PF3D7_1022600",0.0864292720057442,-0.117457218488743,-0.0146414800383926,2114.73333333333,1938.54166666667,1882.8,0.203886490494487,1,1,1
"2577","PF3D7_1022700",0.0689175371133501,-0.144988628599141,-0.00303894640962988,9258.2,7067.88333333333,11218.7333333333,0.213906165712491,1,1,1
"2578","PF3D7_1022800",0.106430806561188,0.0252898336652027,0.0437261051883701,4174.02083333333,3745.65,4176.00833333334,0.0811409728959852,1,1,1
"2579","PF3D7_1022900",0.139093726854516,-0.0684398743701459,-0.0223437024799674,2914.24166666666,3244.13333333334,3451.925,0.207533601224662,1,1,1
"2580","PF3D7_1023000",-0.0511730888112196,-0.151822221344818,-0.080543447065949,11641.4166666667,8680.03333333331,13046.5333333334,0.100649132533599,1,1,1
"2581","PF3D7_1023100",0.109724686694007,-0.061323774483606,-0.0927352943516558,75.5166666666667,74.525,64.1833333333333,0.202459981045663,0,0,0
"2582","PF3D7_1023200",-0.0590305692462157,0.00917454162885511,-0.0106879523691003,2205.61666666666,2283.7,1869.25,0.0682051108750708,1,1,1
"2583","PF3D7_1023300",-0.0700262433668832,-0.17063656236324,0.398803060530448,1397.9,1288.36666666667,1398.55833333333,0.569439622893688,1,1,1
"2584","PF3D7_1023400",0.0701306349465074,0.0327316371078306,0.00168993879659646,4085.38333333333,4442.38333333334,4000.61666666666,0.0684406961499109,1,1,1
"2585","PF3D7_1023600",-0.10820176777341,0.269654800892638,-0.0187590024009679,4841.96666666667,4562.68541666667,4752.28333333333,0.377856568666048,1,1,1
"2586","PF3D7_1023700",0.0853584852339426,0.300295103075906,-0.37251856593008,172.6125,136.929166666667,125.266666666667,0.672813669005985,0,0,0
"2587","PF3D7_1023800",0.154819034005259,0.12417176213556,-0.0235791064053744,368.066666666666,256.09375,324.7625,0.178398140410633,0,0,0
"2588","PF3D7_1023900",0.0650234953561608,0.0934015696822873,-0.0248325055009209,35185.8833333334,38687.1666666667,37260.4666666667,0.118234075183208,1,1,1
"2589","PF3D7_1024000",-0.0708382953572107,0.0615790849878674,0.0721936875426183,3761.84166666666,4569.76666666666,4052.65833333333,0.143031982899829,1,1,1
"2590","PF3D7_1024100",0.138767374887381,0.301294894988489,-0.349277313877355,438.666666666667,549.125,420.708333333333,0.650572208865844,0,0,0
"2591","PF3D7_1024200",0.0318273816023824,0.12249465951543,0.0175530062324195,1601.28333333333,1226.79166666667,1150.91666666667,0.104941653283011,1,1,1
"2592","PF3D7_1024300",0.0201222908722082,-0.131970253726684,0.0419205966374793,1817.54166666666,2308.925,2483.81666666666,0.173890850364163,1,1,1
"2593","PF3D7_1024400",0.137082481594471,-0.0234947318135218,-0.270169524847986,1274.5375,2314.71666666666,2399.80416666666,0.407252006442457,1,1,1
"2594","PF3D7_1024500",0.22692774931968,-0.0372504692511824,-0.100232984532106,2220.45,2720.33333333333,2408.53333333334,0.327160733851786,1,1,1
"2595","PF3D7_1024600",-0.0647371763320566,-0.0273527910619524,-0.0778815123325101,1423.14166666667,1304.0875,1182.27916666667,0.0505287212705576,1,1,1
"2596","PF3D7_1024700",-0.0863636276419084,0.0596133251306589,-0.0193162400948281,2130.4375,2494.37916666667,2149.43541666666,0.145976952772567,1,1,1
"2597","PF3D7_1024800",0.113119347531633,-0.0241473969044789,0.0133673759917294,24523.5833333333,17121.7666666666,19940.8833333333,0.137266744436111,1,1,1
"2598","PF3D7_1024900",0.0518150483245053,-0.00881075102252821,-0.123440810028476,1103.76666666667,1304.71666666667,1560.03333333334,0.175255858352982,1,1,1
"2599","PF3D7_1025000",0.0672253565651565,-0.0927049575573423,0.0637095244854755,6878.26666666666,6631.86666666666,6761.8625,0.159930314122499,1,1,1
"2600","PF3D7_1025100",0.0640451417639696,0.0763083604497235,-0.050856366419556,3274.5125,2131.95416666667,1944.63333333334,0.12716472686928,1,1,1
"2601","PF3D7_1025300",-0.0438214573216817,0.0221457080708387,-0.0883390375278528,3677.87083333334,3858.04583333333,3260.06666666666,0.110484745598691,1,1,1
"2602","PF3D7_1025400",0.0452821335471511,-0.150823454992819,-0.0858836338266408,5245.35,4415.51666666667,5911.8,0.19610558853997,1,1,1
"2603","PF3D7_1025500",-0.210596506652993,0.0282854083694192,-0.165230565445075,350.404166666666,377.45,309.991666666667,0.238881915022412,0,0,0
"2604","PF3D7_1025600",0.125158597952831,-0.0951958869419418,0.00452939095347075,4790.08333333333,3726.01666666667,4429.25,0.220354484894773,1,1,1
"2605","PF3D7_1025700",-0.149314616297898,0.0253686434542286,0.0939750729268312,3608.25833333334,2766.11666666666,3574.95,0.243289689224729,1,1,1
"2606","PF3D7_1025900",0.174048533507248,-0.0579894561809371,0.00796656937033281,11371.85,13018.975,15053.05,0.232037989688185,1,1,1
"2607","PF3D7_1026000",-0.143691742662054,0.0230319476622664,0.109016843561761,11570.8333333333,13394.55,13396.0166666667,0.252708586223814,1,1,1
"2608","PF3D7_1026100",0.287468724165033,0.175448667309732,-0.407836063415584,474.191666666666,482.516666666666,430.208333333333,0.695304787580617,0,0,0
"2609","PF3D7_1026200",0.162745900597323,-0.043747474089835,-0.11667719406039,1784.8375,1697.9125,2038.52083333333,0.279423094657712,1,1,1
"2610","PF3D7_1026300",-0.0905895595452223,-0.0674657613094901,0.12239948707541,1045.95,882.441666666668,750.216666666666,0.212989046620632,1,1,1
"2611","PF3D7_1026400",-0.290686264358043,-0.0335116093322513,0.125326093803883,153.054166666667,177.020833333333,172.804166666667,0.416012358161926,0,0,0
"2612","PF3D7_1026600",-0.0870070867868281,-0.0146639780002408,-0.0356956056039361,40616.0666666667,35716.7166666667,31172.6833333334,0.0723431087865873,1,1,1
"2613","PF3D7_1026800",0.0413914484371218,0.230105239256824,-0.066684219939681,44982.7,46523,34323.4166666666,0.296789459196505,1,1,1
"2614","PF3D7_1027000",0.29242706764136,0.121105786894736,-0.488932587308809,298.533333333334,340.358333333333,363.6,0.78135965495017,0,0,0
"2615","PF3D7_1027100",0.000122764871546913,0.0106669034286985,0.104229459278803,2339.125,2022.54166666667,1788.00833333333,0.104106694407257,1,1,1
