Gene_id	l_A7	r_A7	m_A7	s_A7	l_E5	r_E5	m_E5	s_E5	l_B11	r_B11	m_B11	s_B11	MaxLeft	MinLeft	MaxRight	MinRight	MaxMid	MinMid	MaxSides	MinSides	DifLeft	DifRight	DifMid	DifSides	Interval	MaxDif	areaFC	area_A7	area_E5	area_B11	MaxArea	MinArea
eYFP	24.8823931039658	15.4933790056042	13.1308127047545	27.2449594048155	23.5259441936818	6.28622797143842	7.52160814071734	22.2905640244029	43.253182668877	11.5479863196371	20.8940675044425	33.9071014840716	43.253182668877	23.5259441936818	15.4933790056042	6.28622797143842	20.8940675044425	7.52160814071734	33.9071014840716	22.2905640244029	19.727238475195204	9.207151034165781	13.37245936372516	11.616537459668702	Left	19.727238475195204	1.3195477240933247	24.8823931039658	23.5259441936818	43.253182668877	43.253182668877	23.5259441936818
FKBP	8.04827995217373	5.75313963452696	3.64132008058343	10.1600995061173	20.8475578586351	12.7929632927212	18.2624346981013	15.378086453255	19.8690837414516	17.181267921616602	21.6228691118459	15.4274825512223	20.8475578586351	8.04827995217373	17.181267921616602	5.75313963452696	21.6228691118459	3.64132008058343	15.4274825512223	10.1600995061173	12.79927790646137	11.428128287089642	17.98154903126247	5.267383045104999	Mid	17.98154903126247	1.20277919941555	3.64132008058343	18.2624346981013	21.6228691118459	21.6228691118459	3.64132008058343
Fluciferase	23.9999254815138	12.894452164382	11.2849486598368	25.609428986059	20.8983949700228	6.89361533081119	7.03314016600058	20.7588701348334	24.0549885736211	7.76013047365453	9.02290428854704	22.7922147587286	24.0549885736211	20.8983949700228	12.894452164382	6.89361533081119	11.2849486598368	7.03314016600058	25.609428986059	20.7588701348334	3.1565936035982993	6.000836833570811	4.25180849383622	4.8505588512256	Right	6.000836833570811	0.40139376813182687	12.894452164382	6.89361533081119	7.76013047365453	12.894452164382	6.89361533081119
GFP	7.3937422736515	13.7951728067615	10.0799061734695	11.1090089069435	3.5058031617496	10.510050503144999	4.14384835037093	9.87200531452372	22.4013049741893	14.5480243013173	14.8903746918251	22.0589545836815	22.4013049741893	3.5058031617496	14.5480243013173	10.510050503144999	14.8903746918251	4.14384835037093	22.0589545836815	9.87200531452372	18.8955018124397	4.037973798172301	10.746526341454171	12.18694926915778	Left	18.8955018124397	1.2639131647116857	7.3937422736515	3.5058031617496	22.4013049741893	22.4013049741893	3.5058031617496
GFP_pL6	38.4789752589612	24.482609911625	24.6403683142964	38.3212168562898	34.903453464616	13.0038366403073	15.2292946717912	32.6779954331322	33.7764482336596	10.0141035802222	12.3105018670525	31.4800499468293	38.4789752589612	33.7764482336596	24.482609911625	10.0141035802222	24.6403683142964	12.3105018670525	38.3212168562898	31.4800499468293	4.702527025301599	14.468506331402802	12.3298664472439	6.841166909460501	Right	14.468506331402802	0.9677930656456724	24.482609911625	13.0038366403073	10.0141035802222	24.482609911625	10.0141035802222
HA_tag	6.39494961481536	9.5231713458309	3.47178390284452	12.4463370578017	8.17962399295796	7.25485738248445	3.05544063331492	12.3790407421275	8.81665624219104	9.14034284386452	4.31665232170194	13.6403467643536	8.81665624219104	6.39494961481536	9.5231713458309	7.25485738248445	4.31665232170194	3.05544063331492	13.6403467643536	12.3790407421275	2.4217066273756807	2.2683139633464497	1.2612116883870201	1.2613060222260994	Left	2.4217066273756807	0.16198706537629973	6.39494961481536	8.17962399295796	8.81665624219104	8.81665624219104	6.39494961481536
HsDHFR	13.4805767718627	19.1719241997463	9.80821461581777	22.8442863557912	21.358058257103	14.5225285695595	13.1866434377966	22.6939433888658	34.9482091251483	19.8033365629836	22.5088016060559	32.2427440820759	34.9482091251483	13.4805767718627	19.8033365629836	14.5225285695595	22.5088016060559	9.80821461581777	32.2427440820759	22.6939433888658	21.4676323532856	5.2808079934241	12.700586990238131	9.5488006932101	Left	21.4676323532856	1.4359620303201073	13.4805767718627	21.358058257103	34.9482091251483	34.9482091251483	13.4805767718627
Leucine	14.7315138432856	12.8737380168382	14.4162423941304	13.1890094659934	21.1207382313916	9.47410055664243	15.729794009353	14.8650447786811	43.0020756419294	13.7942698859268	25.3253838663384	31.4709616615178	43.0020756419294	14.7315138432856	13.7942698859268	9.47410055664243	25.3253838663384	14.4162423941304	31.4709616615178	13.1890094659934	28.270561798643804	4.32016932928437	10.909141472207999	18.2819521955244	Left	28.270561798643804	1.8910074781701542	14.7315138432856	21.1207382313916	43.0020756419294	43.0020756419294	14.7315138432856
Lysine	24.1924225383666	9.92466309937444	13.8132505584455	20.3038350792956	29.419288628634	6.73744053159463	14.8257481913764	21.330980968852302	67.7756059349541	27.9653778923198	39.2938682490189	56.4471155782549	67.7756059349541	24.1924225383666	27.9653778923198	6.73744053159463	39.2938682490189	13.8132505584455	56.4471155782549	20.3038350792956	43.5831833965875	21.22793736072517	25.4806176905734	36.1432804989593	Left	43.5831833965875	2.915263103450669	24.1924225383666	29.419288628634	67.7756059349541	67.7756059349541	24.1924225383666
mal_mito_1:mRNA	11.9963509439477	44.1906150021419	25.3813973158481	30.8055686302415	6.25825118241057	42.6277382286415	21.3128702865223	27.5731191245298	11.6918833004025	43.2703743287996	26.3884119079934	28.5738457212087	11.9963509439477	6.25825118241057	44.1906150021419	42.6277382286415	26.3884119079934	21.3128702865223	30.8055686302415	27.5731191245298	5.73809976153713	1.562876773500399	5.0755416214711	3.232449505711699	Left	5.73809976153713	0.38381938204261745	11.9963509439477	6.25825118241057	11.6918833004025	11.9963509439477	6.25825118241057
