"Gene ID","source_id","sense - T05 - unique only","sense - T10 - unique only","sense - T15 - unique only","sense - T20 - unique only","sense - T25 - unique only","sense - T30 - unique only","sense - T35 - unique only","sense - T40 - unique only","antisense - T05 - unique only","antisense - T10 - unique only","antisense - T15 - unique only","antisense - T20 - unique only","antisense - T25 - unique only","antisense - T30 - unique only","antisense - T35 - unique only","antisense - T40 - unique only","sense - T05","sense - T10","sense - T15","sense - T20","sense - T25","sense - T30","sense - T35","sense - T40","antisense - T05","antisense - T10","antisense - T15","antisense - T20","antisense - T25","antisense - T30","antisense - T35","antisense - T40"
"PF3D7_0900400","PF3D7_0900400.1","0","0","0","0.34","0.3","0","0.08","0.69","2.43","0.55","0.38","0.94","0.52","0.33","0","0.86","0","0","0","0.47","0.41","0.15","0.37","5.28","9.43","3.74","2.58","9.9","7.4","3.31","2.47","8.82"
"PF3D7_0900700","PF3D7_0900700.1","0","0","0","0","0","0.07","0","1.17","0","0","0","0","0","0","0.07","0.93","0","0","0","0.07","0","0.07","0","1.43","0","0.22","0.31","0","0","0","0.07","1.43"
"PF3D7_0900800","PF3D7_0900800.1","0.82","1.53","1.72","1.29","0.23","0.13","0.12","0.52","0","0","0","0.06","0","0","0","0.33","70.23","186.16","201.61","143.29","25.79","15.21","8.59","9.38","0.11","0.43","0.39","0.29","0.1","0.12","0.34","5.4"
"PF3D7_0901500","PF3D7_0901500.1","0.17","0","0.09","0.16","0","0.08","0.07","0.32","0","0.09","0.09","0","0","0","0","0.32","0.21","0","0.08","0.22","0","0.07","0.07","0.5","0.07","0.08","0.08","0","0","0","0","0.64"
"PF3D7_0902900","PF3D7_0902900.1","0","1.23","3.18","1.72","0.25","0.83","1.07","1.73","2.41","0.62","7","64.19","40.81","31.29","20.24","14.99","0","1.09","2.87","1.56","0.23","0.77","1.25","1.51","1.95","0.54","6.32","58.31","37.29","29.05","19.02","13.09"
"PF3D7_0903100","PF3D7_0903100.1","14.43","37.99","43.15","78.18","67.79","69.33","46.02","37.63","0.31","0.63","1.62","1.9","2.43","1.27","2.72","4.56","11.82","33.53","39.14","71.01","61.94","64.36","43.26","32.99","0.25","0.55","1.47","1.73","2.22","1.18","2.55","3.98"
"PF3D7_0903600","PF3D7_0903600.1","714.85","269.43","34.36","6.59","12.3","39.47","33.87","79.68","0.45","0.17","0.17","0.16","0","0.07","0.29","2.26","579.84","237.89","31.05","5.99","11.27","36.64","31.87","69.68","0.36","0.15","0.19","0.14","0","0.07","0.3","1.98"
"PF3D7_0903600","PF3D7_0903600.2","714.85","269.43","34.36","6.59","12.3","39.47","33.87","79.68","0.45","0.17","0.17","0.16","0","0.07","0.29","2.26","579.84","237.89","31.05","5.99","11.27","36.64","31.87","69.68","0.36","0.15","0.19","0.14","0","0.07","0.3","1.98"
"PF3D7_0903700","PF3D7_0903700.1","41.32","15.09","8.3","6.11","35.39","141.23","226.22","216.36","0.27","0.07","0.07","0.46","1.14","0.5","0.06","1.24","33.56","13.32","7.5","5.55","32.34","131.33","212.67","188.98","0.22","0.12","0.07","0.41","1.04","0.58","0.06","1.09"
"PF3D7_0904700","PF3D7_0904700.1","27.74","9.68","1.72","1.55","13.3","38.43","157.33","225.68","2.77","1.5","1.9","3.42","4.07","2.1","3.46","2.97","22.49","8.69","1.56","1.41","12.28","35.67","148","197.19","2.25","1.33","1.71","3.1","3.72","1.95","3.26","2.59"
"PF3D7_0904800","PF3D7_0904800.1","40.27","10.72","4.05","14.18","106.5","189.01","228.72","187.9","0","0.07","0.14","0.18","0.11","0.65","0.9","2.14","32.65","9.46","3.66","12.88","97.32","175.45","214.97","164.07","0","0.06","0.12","0.17","0.1","0.66","0.85","1.87"
"PF3D7_0906400","PF3D7_0906400.1","3.22","2.88","2.82","2.36","1.05","1.7","1.01","3.05","0","0","0.04","0.07","0","0","0","1.38","2.64","2.61","2.58","2.18","1.1","1.64","0.98","2.66","0","0","0.04","0.06","0","0","0.03","1.21"
"PF3D7_0907400","PF3D7_0907400.1","84.31","22.16","27.37","64.73","84.9","92.95","128.32","239.39","0.17","0","0","0","0.08","0.03","0.15","1.51","68.39","19.62","24.73","58.79","77.59","86.34","120.75","209.06","0.14","0.03","0.03","0.03","0.1","0.06","0.14","1.38"
"PF3D7_0909600","PF3D7_0909600.1","35.72","9.38","4.01","2.63","14.32","50.82","103.03","148.96","0.56","0.05","0","0.05","0.04","0.05","0.05","1.91","28.96","8.28","3.67","2.44","13.24","47.26","96.96","130.11","0.46","0.05","0.05","0.04","0.04","0.09","0.09","1.71"
"PF3D7_0911600","PF3D7_0911600.1","22.21","6.58","2.69","1.39","11.05","39.35","90.59","103.38","0.24","0.19","0","0.23","0.5","0.78","0.27","1.63","18.01","5.81","2.43","1.26","10.15","36.58","85.19","90.52","0.2","0.16","0","0.26","0.46","0.73","0.3","1.42"
"PF3D7_0912400","PF3D7_0912400.1","20.81","10.92","12.1","31.5","67.78","185.17","214.24","98.85","0.28","0.28","0.22","0.26","0.12","0.19","0.06","1.26","16.87","9.64","10.93","28.61","62.05","172.01","201.35","86.6","0.28","0.25","0.2","0.36","0.11","0.18","0.12","1.1"
"PF3D7_0913100","PF3D7_0913100.1","1.08","0.25","0.38","2.25","14.84","33.28","18.13","5.8","0.08","0.08","0.34","0.19","0.23","0.18","0.21","1.42","0.91","0.29","0.42","2.05","13.6","30.96","17.11","5.13","0.07","0.07","0.31","0.21","0.24","0.17","0.23","1.27"
"PF3D7_0913200","PF3D7_0913200.1","203.15","618.96","971.43","1241.33","1389.69","1260.09","1045.87","473.28","0","0.8","0.47","0.96","0.56","1.34","0.4","1.61","164.72","546.34","877.78","1127.72","1270.19","1170.12","983.07","413.55","0","0.71","0.43","0.87","0.51","1.24","0.37","1.4"
"PF3D7_0915200","PF3D7_0915200.1","4.9","10.11","14.61","15.81","21.24","39.91","34.81","19.95","0.1","0.1","0","0.18","0.8","1.15","0.85","1.65","3.97","8.93","13.2","14.36","19.55","37.05","32.72","17.42","0.08","0.09","0","0.17","0.73","1.07","0.96","1.44"
"PF3D7_0915500","PF3D7_0915500.1","0.61","0.67","0.39","1.38","4.85","9.91","6.39","3.75","0.05","0.24","0.2","0.4","0.23","0.09","0.04","1.29","0.49","0.59","0.36","1.29","4.5","9.2","6.05","3.28","0.08","0.21","0.18","0.4","0.21","0.08","0.12","1.21"
"PF3D7_0915600","PF3D7_0915600.1","85.75","224.09","258.74","253.31","235.75","155.14","77.22","34.79","0","0","0","0.25","0","0","0.23","1.24","69.53","197.8","233.77","230.08","215.53","144.01","72.58","30.38","0","0","0.12","0.22","0.1","0","0.32","1.08"
"PF3D7_0917400","PF3D7_0917400.1","27.14","8.88","1.29","0.39","0.34","2.47","3.54","41.12","0.05","0.05","0.13","0","0.02","0.11","0.08","1.4","22.12","7.89","1.19","0.42","0.4","2.32","3.39","36.02","0.08","0.06","0.11","0.02","0.02","0.1","0.08","1.24"
"PF3D7_API02100","PF3D7_API02100.1","0.48","0","0","0","0.2","0.44","0.43","5.98","0","0","0","0","0","0","0","4.6","0.78","0","0","0.62","1.46","3.28","3.2","10.25","0","0","0","0","0","0","0.2","6.03"
"PF3D7_0918500","PF3D7_0918500.1","46.59","20.42","7.69","10.92","117.84","352.1","389.68","254.02","1.08","0.66","0.6","2.89","4.39","2.55","1.53","2.94","38.06","18.29","7.32","10.34","108.02","327.7","367.33","222.64","1.86","1.41","1.61","4.31","6.32","4.92","3.46","3.51"
"PF3D7_0919000","PF3D7_0919000.1","477.12","861.21","811.27","585.87","517.74","754.76","836.22","497.98","0.23","0.94","0.73","0.33","0.1","0.53","0.1","1.43","395.42","772.29","745.91","539.9","480.54","708.88","795.3","440.31","0.19","0.83","0.77","0.3","0.17","0.59","0.19","1.25"
"PF3D7_API02900","PF3D7_API02900.1","4.68","3.01","0.4","1.15","3.95","5.41","8.34","20.37","0","0.08","0","0","0","0","0","7.15","4.04","2.72","0.36","1.11","3.73","5.02","7.96","18.42","0","0.07","0","0","0","0","0.13","6.56"
"PF3D7_0919400","PF3D7_0919400.1","21.45","6.21","2.16","1.26","2.05","39.08","135.84","156.01","0.3","0.25","0","0.11","0.1","0","0.27","1.96","17.39","5.53","1.95","1.3","1.87","36.38","127.68","136.33","0.24","0.22","0","0.1","0.18","0","0.25","1.71"
"PF3D7_API03700","PF3D7_API03700.1","0","0","0","0","0","0","0","4.95","0","0","0","0","0","0","0","4.95","0","0","0","0","0","1.1","0","15.13","0","0","0","0","0","0","0","10.8"
"PF3D7_API04200","PF3D7_API04200.1","0.03","0.07","0.03","0.03","0.03","0","0.17","7.31","0.03","0","0","0.09","0.03","0","0.03","7.28","0.05","0.09","0.06","0.03","0.02","0","0.22","6.76","0.03","0","0.03","0.11","0.05","0.06","0.05","6.62"
"PF3D7_API04600","PF3D7_API04600.1","0","0","0","0","0","0.55","0","3.43","0","0","0","0","0.5","0","0","5.71","0.48","0","0","0","0","0.51","0","8.48","0.48","0","0","0.52","0.91","0","0.5","7.48"
"PF3D7_API04800","PF3D7_API04800.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.06","24.51","0","0","0","0","0","0","0","23.44"
"PF3D7_0922000","PF3D7_0922000.1","1.21","3.4","2.87","1.51","1.32","6.39","4.88","4.45","0.11","0.15","0.08","0.25","0.25","0.1","0.13","1.56","1.04","3.03","2.74","1.4","1.26","6.03","4.61","3.88","0.12","0.17","0.07","0.33","0.23","0.16","0.16","1.45"
"PF3D7_0922300","PF3D7_0922300.1","6.18","7.83","8.09","4.76","2.94","8.57","8.24","4.42","0.39","0","0","0.09","0","0.63","0.61","1.69","5.01","6.91","7.31","4.33","2.68","7.96","7.91","3.94","0.4","0","0","0.17","0","0.67","0.57","1.48"
"PF3D7_0922500","PF3D7_0922500.1","36.73","253.6","652.44","799.66","1012.05","1285.93","817.58","218.47","1.19","2.97","3.06","1.42","0.62","0.27","0.72","1.85","29.84","223.91","589.68","726.61","925.01","1193.79","768.55","190.83","0.96","2.62","2.84","1.35","0.62","0.32","0.68","1.62"
"PF3D7_0923300","PF3D7_0923300.1","0.91","3.39","4.62","7.25","7.4","3.82","1.6","1.88","0.19","0.81","0.6","2.66","0.75","0.49","0.47","1.66","0.83","3.03","4.25","6.59","6.82","3.61","1.57","1.7","0.15","0.72","0.54","2.41","0.69","0.48","0.44","1.45"
"PF3D7_0923400","PF3D7_0923400.1","10.63","51.97","115.37","137.97","120.67","115.66","95.33","44.04","0.03","0.2","0.03","0.03","0.09","0.41","0.3","1.72","8.99","47.54","108.41","129.83","114.45","109.55","91.9","39.4","0.02","0.2","0.03","0.07","0.09","0.41","0.3","1.57"
"PF3D7_0923500","PF3D7_0923500.1","14.81","5.76","2.29","1.57","5.62","20.4","34.32","61.96","0.17","0.18","0.27","0.08","0.07","0.32","0","2.07","13.06","6.02","3.72","3.45","6.52","20.86","33.69","56.78","0.14","0.16","0.25","0.22","0.07","0.37","0.07","2.25"
"PF3D7_0924400","PF3D7_0924400.1","246.22","164.68","100.08","83.98","82.97","110.88","132.06","125.38","0.4","0.18","0.11","0.33","0.52","0.57","0.48","2.17","227.04","167.21","103.56","87.19","90.06","115.66","140.64","122.4","0.4","0.18","0.12","0.3","0.47","0.57","0.48","2.27"
"PF3D7_0925100","PF3D7_0925100.1","4.74","3.93","3.21","6.12","7.65","6.08","3.87","5.99","0","0.18","0.09","0.17","0.3","0.58","0.79","1.45","3.84","3.47","2.9","5.56","7.06","5.65","3.79","5.23","0","0.32","0.17","0.23","0.34","0.53","0.82","1.35"
"PF3D7_0925200","PF3D7_0925200.1","92.04","322.84","399.99","284.41","232.27","172.64","84.26","36.65","0.07","0.23","0.4","0.21","0.12","0.48","0.2","1.51","74.93","285.5","361.81","258.53","212.88","160.71","79.38","32.13","0.18","0.2","0.43","0.26","0.23","0.58","0.31","1.44"
"PF3D7_0925900","PF3D7_0925900.1","1453.36","1753.04","1176.76","1370.13","2226.53","2097.24","896.81","247.9","1","1.16","0.9","1.76","1.06","1.31","1.89","2.59","1178.41","1547.73","1063.19","1244.64","2034.87","1947.11","843","216.59","0.81","1.16","0.81","1.6","0.97","1.21","1.77","2.26"
"PF3D7_0927200","PF3D7_0927200.1","8.61","4.87","1.79","1.11","0.55","1.52","2.14","4.74","0.44","0.25","0.1","0.11","0.06","0.19","0.13","1.51","7","4.35","1.64","1.04","0.52","1.5","2.01","4.16","0.37","0.24","0.09","0.15","0.09","0.26","0.16","1.39"
"PF3D7_0928400","PF3D7_0928400.1","14.47","3.66","0.73","0.39","1.83","10.27","55.7","89.87","11.57","34.11","48.5","60.22","45.04","39.93","26.08","13.59","11.73","3.23","0.66","0.36","1.68","9.65","52.35","78.48","9.39","30.1","43.82","54.7","41.16","37.07","24.51","11.87"
"PF3D7_0929100","PF3D7_0929100.1","6.98","3.89","1.63","1.9","10.33","58.38","63.03","36.64","0.91","0.37","0.57","1.47","0.68","1.33","0.64","2.52","5.66","3.52","1.47","1.72","9.44","54.27","59.24","31.99","0.88","0.41","0.52","1.33","0.69","1.24","0.6","2.2"
"PF3D7_0930300","PF3D7_0930300.1","3096.95","1112.74","119.81","14.99","3.73","43.57","594.64","2371.16","2.05","0.66","0.13","0.09","0.03","0.17","0.43","2.85","2520.51","986.3","109.02","13.8","3.55","40.77","561.91","2079.66","1.88","0.59","0.14","0.08","0.04","0.22","0.4","2.55"
"PF3D7_0930700","PF3D7_0930700.1","2.67","18.11","28.39","37.28","34.85","34.73","20.98","8.9","0.4","0.07","0","0","0.22","0.43","0.3","2.43","2.22","16.05","25.72","33.86","31.89","32.35","19.72","7.94","0.33","0.06","0","0","0.2","0.46","0.28","2.12"
"PF3D7_0931200","PF3D7_0931200.1","27.77","66.87","119.26","117.94","114.25","135.66","180.04","152.86","0","0","0","0","0","0","0","1.81","22.52","59.02","107.88","107.13","104.4","125.94","169.22","133.48","0","0","0.13","0","0","0","0","1.58"
"PF3D7_0931800","PF3D7_0931800.1","57.85","40.11","62.07","102.74","140.14","201.67","274.72","222.55","2.74","0.78","0.35","0.1","0","0.6","0.39","2.31","46.99","35.41","56.08","93.32","128.06","187.21","258.2","194.33","2.22","0.69","0.31","0.09","0","0.56","0.36","2.02"
"PF3D7_0932200","PF3D7_0932200.1","753.12","280.78","32.39","7.21","38.98","197.83","447.55","868.03","0.18","0.18","0.19","0.51","0.45","0.33","0.32","2.07","610.78","248.16","29.26","7.01","35.89","183.8","420.64","758.11","0.15","0.33","0.17","0.47","0.55","0.31","0.3","1.81"
"PF3D7_0932900","PF3D7_0932900.1","4.29","3.19","2.06","4.08","2.27","1.97","2.24","3.74","0","0.4","0.82","1.11","0.32","0.9","0.34","1.68","3.48","2.82","1.86","3.71","2.07","1.83","2.11","3.26","0.16","0.35","0.93","1.01","0.3","0.83","0.32","1.63"
"PF3D7_0933700","PF3D7_0933700.1","5.87","1.2","0.18","0.32","0.42","9.71","27.72","27.29","0.17","0.69","0","0.16","1.25","1.23","1.93","3.21","4.76","1.06","0.32","0.29","0.38","9.16","26.05","23.83","0.14","0.76","0","0.14","1.15","1.14","1.81","2.94"
"PF3D7_0934600","PF3D7_0934600.1","158.47","79.36","7.46","2.03","1.09","0.75","1.89","17.28","5.58","11.74","18.73","9.21","3.41","4.68","3.77","9.27","128.62","70.19","6.74","1.84","1","0.7","1.91","15.09","4.52","10.51","16.92","9.65","3.24","4.48","3.82","8.23"
"PF3D7_0934700","PF3D7_0934700.1","219.24","180.54","244.92","263.27","318.84","345.64","280.27","363.92","7.46","2.03","0.8","0.17","0","0.32","0.36","5.25","178.05","159.67","221.45","239.44","291.41","321.35","263.71","317.92","6.19","1.89","0.78","0.15","0","0.3","0.44","4.58"
"PF3D7_0935200","PF3D7_0935200.1","52.48","92.73","120.49","90.35","62.33","82.63","89.68","50.1","0.57","1.33","1.34","1.57","0.99","0.92","0.81","1.89","45.11","86.36","115.13","86.23","61.42","81.07","87.97","45.96","0.48","1.41","1.39","1.73","1.03","0.97","0.92","1.67"
"PF3D7_0935700","PF3D7_0935700.1","253.25","317.25","156.92","127.29","102.03","27.7","7.38","9.71","0","0","0.16","0","0","0","0","1.57","205.7","280.29","141.92","115.75","93.35","25.71","6.94","8.48","0","0","0.14","0","0","0","0","1.37"
"PF3D7_0936200","PF3D7_0936200.1","2.73","3.94","16.13","143.46","219.66","109.65","46.75","13.85","0.16","0","0.34","0","0","0.15","0","1.08","2.21","3.48","14.57","130.86","200.85","101.79","43.94","12.09","0.13","0","0.31","0","0","0.14","0","0.94"
"PF3D7_0937400","PF3D7_0937400.1","0","0","0","0.08","0.07","0","0","1.4","0.52","0.62","0.18","0","0.07","0","0.08","1.48","0.14","0","0","0.07","0.07","0","0","1.87","1.33","0.78","0.16","0.07","0.07","0.07","0.29","2.02"
"PF3D7_0800200","PF3D7_0800200.1","0.42","0.27","0.25","0.25","0.29","0.31","0.27","1.23","0.56","0.19","0.08","0.96","0.63","0.31","0.59","1.6","0.35","0.33","0.32","0.31","0.34","0.33","0.33","1.39","0.46","0.18","0.08","0.88","0.59","0.3","0.55","1.56"
"PF3D7_0800300","PF3D7_0800300.1","0.85","0.56","0.4","0.46","1.02","0.89","1.52","2.47","0.11","0.04","0.01","0.08","0.07","0.08","0.12","0.81","2.34","1.29","0.62","1.18","2.36","1.85","3.16","5.76","0.12","0.06","0.02","0.11","0.07","0.11","0.14","1"
"PF3D7_0801600","PF3D7_0801600.1","8.37","5.03","2.86","2.11","13.71","48.67","74.87","55.62","0.98","0","0","0.94","2.05","1.13","1.31","2.59","7.18","4.66","2.58","2.13","12.9","45.18","70.37","48.77","0.8","0","0","0.85","1.87","1.05","1.23","2.26"
"PF3D7_0802100","PF3D7_0802100.1","78.99","19.75","3.15","1.01","1.76","8.72","40.11","127.2","0.05","0.06","0.37","0.66","0.64","0.54","0.21","1.42","64.27","17.6","2.94","1.03","1.75","8.15","37.93","111.72","0.05","0.05","0.33","0.61","0.59","0.51","0.21","1.28"
"PF3D7_0802800","PF3D7_0802800.1","151.74","41.88","6.23","1.37","0.51","3.21","29.24","157.06","0.15","0.21","0.11","0.63","1.15","1.51","0.91","2.45","123.12","37.15","5.63","1.37","0.51","2.98","27.61","137.19","0.12","0.23","0.1","0.58","1.13","1.58","0.85","2.23"
"PF3D7_0803200","PF3D7_0803200.1","258.5","57.89","10.43","3.24","2.02","16.16","96.45","507.61","1.74","1.13","0.76","1.94","0.81","0.67","0.79","2.69","209.8","51.26","9.42","3.02","2","15.07","90.69","443.6","1.52","1.08","0.69","1.77","0.74","0.62","0.74","2.56"
"PF3D7_0803500","PF3D7_0803500.1","133.18","58.45","20.11","21.31","20.85","20.65","16.31","20.25","0.4","0.09","0.09","0.14","0.09","0.12","0.22","1.68","145.3","73.59","23.88","25.2","27.77","29.2","21.21","23.16","0.41","0.1","0.08","0.18","0.13","0.22","0.21","1.61"
"PF3D7_0803900","PF3D7_0803900.1","2.86","2.93","3.78","16.35","4.17","1.97","1.27","1.37","0","0","0","0","1.19","0","0","2.06","2.32","2.58","3.42","14.85","3.81","2.44","1.19","1.2","0","0","0","0","1.63","0","0","1.8"
"PF3D7_0804100","PF3D7_0804100.1","6.57","12.31","9.25","14.59","10.01","27.18","11.61","8.38","0","0","0","0","0.91","0","0","1.05","6.21","10.87","8.36","13.25","9.15","25.23","10.92","8.24","0","0","0","0.95","0.83","0","0","0.92"
"PF3D7_0804400","PF3D7_0804400.1","9.37","4.02","2.34","3.11","19.04","36.72","58.22","60.03","0.13","0.13","0.13","0.2","0.24","0.12","0.11","2.04","7.74","3.55","2.12","2.93","17.4","34.12","54.71","52.49","0.2","0.26","0.2","0.43","0.29","0.21","0.14","1.78"
"PF3D7_0804500","PF3D7_0804500.1","32.94","16.29","32.37","55.93","68.65","69.15","87.73","104.44","0.07","0.13","0.11","0.21","0.12","0.13","0.11","1.59","27.96","14.95","30.31","52.98","65.6","67.53","85.72","94.49","0.35","0.3","0.26","0.36","0.21","0.18","0.23","1.61"
"PF3D7_0804600","PF3D7_0804600.1","27.66","68.14","78.55","96.87","92.78","82.18","67.7","35.4","0.11","0","0.12","0","0.19","0.05","0.2","2.24","22.52","60.15","71.28","87.99","84.91","76.53","63.67","30.91","0.14","0","0.11","0","0.21","0.1","0.19","1.96"
"PF3D7_0805700","PF3D7_0805700.1","19.18","3.83","0.7","0.47","1.43","7.28","24.68","65.7","0","0.13","0","0.02","0.04","0.06","0.11","1.75","15.57","3.38","0.69","0.5","1.36","6.83","23.21","57.44","0","0.13","0.02","0.06","0.05","0.07","0.11","1.53"
"PF3D7_0807200","PF3D7_0807200.1","5.83","14.82","44.46","35.28","26.41","27.42","25.11","12.95","2.24","5.42","8.05","9.25","5.78","9.62","6.87","7.16","4.79","13.08","40.17","32.17","24.19","25.52","23.6","11.31","1.82","4.79","7.42","8.46","5.28","9","6.52","6.25"
"PF3D7_0807800","PF3D7_0807800.1","139.65","123.29","165.01","198.91","207.1","221.96","279.87","336.8","0","0","0","0.12","0.27","0.18","0.11","1.54","169.19","155.62","218.32","252.7","270.85","266.58","372.4","403.99","0.05","0.06","0","0.11","0.29","0.16","0.11","1.4"
"PF3D7_0809000","PF3D7_0809000.1","0.69","0","0","0.66","0","0","0","0","0","0","0","0","0","0","0","0","0.56","0","0","0.6","0","0","0.57","0","0","0","0","0","0","0","0","0"
"PF3D7_0809100","PF3D7_0809100.1","3.1","1.16","0.51","0.36","1.64","3.03","3.55","5.43","0.66","0.3","0.08","0.32","0.72","0.5","0.56","1.38","2.93","1.07","0.52","0.37","1.63","3.28","3.76","5.35","0.6","0.31","0.1","0.32","0.68","0.63","0.57","1.52"
"PF3D7_0809900","PF3D7_0809900.1","15.95","17.84","14.8","9.72","9.54","19.4","35.54","34.93","0.12","0.08","0.05","0.19","0.2","0.2","0.3","1.25","12.95","15.77","13.42","8.87","8.73","18.05","33.45","30.58","0.12","0.09","0.07","0.19","0.19","0.19","0.29","1.09"
"PF3D7_0811200","PF3D7_0811200.1","22.53","53.83","95.19","121.12","96.14","111.75","111.61","60.65","0.11","0.36","0.29","0.36","0.05","0.1","0.27","1.23","18.49","47.68","86.48","110.39","88.11","104.18","105.21","53.23","0.09","0.35","0.29","0.35","0.04","0.16","0.27","1.12"
"PF3D7_0812800","PF3D7_0812800.1","11.89","9.12","13.92","12.13","17.31","35.55","43.95","82.57","0.42","2.17","2.69","0","0.71","1.17","0.38","2.03","9.64","8.05","12.98","11.02","15.82","33","41.31","72.1","0.34","1.92","2.43","0","0.97","1.09","0.35","1.78"
"PF3D7_0813000","PF3D7_0813000.1","299.81","308.43","168.44","112.71","90.17","90.03","91.96","92.74","0.1","0.16","0","0.1","0.13","0.05","0.05","1.24","243.26","272.38","152.24","102.42","82.44","83.71","86.47","81.07","0.08","0.14","0","0.09","0.12","0.04","0.04","1.08"
"PF3D7_0814200","PF3D7_0814200.1","1821.41","3050.73","4357.54","3416.68","3618.43","2936.56","3652.76","1479.46","3.49","3.82","7.24","9.01","3.83","7.33","5.29","12.16","1477.53","2693.79","3939.1","3104.62","3308.12","2727.81","3435.3","1292.37","2.83","3.37","6.54","8.18","3.5","6.81","4.97","10.62"
"PF3D7_0814700","PF3D7_0814700.1","3.03","5.99","2.67","1.25","0.76","0.19","0.18","2.13","0.4","0.52","0","0.1","0.08","0.19","0.18","2.9","2.54","5.65","2.6","1.31","0.84","0.34","0.34","2.03","0.33","0.55","0","0.17","0.08","0.26","0.17","2.53"
"PF3D7_0815300","PF3D7_0815300.1","2.8","0.99","0.33","1.35","9.74","20.16","18.36","10.97","0.18","0.11","0.08","0.05","0.22","0.55","0.7","1.73","2.38","1.09","0.58","1.45","9.28","19.05","17.52","9.82","0.15","0.09","0.13","0.11","0.2","0.63","0.68","1.51"
"PF3D7_0815700","PF3D7_0815700.1","1.41","0.59","0.26","1.97","5.1","9.15","10.49","8.57","1.16","3.05","3.07","4.74","2.34","1.68","1.47","1.98","1.21","0.67","0.32","1.79","4.66","8.5","9.86","7.76","0.94","2.69","2.85","4.44","2.14","1.7","1.52","1.87"
"PF3D7_0816000","PF3D7_0816000.1","58.73","131.99","188.04","211","147.64","115.48","64.43","31.63","0.06","0.13","0.13","0.06","0.21","0.17","0.45","1.93","47.62","116.51","169.89","191.66","134.97","107.3","60.56","27.77","0.05","0.17","0.12","0.05","0.19","0.16","0.42","1.69"
"PF3D7_0816900","PF3D7_0816900.1","1.01","0.34","0.47","0.32","0.75","2.89","2.19","2.9","0.22","0.23","0","0.21","0.09","0","0","1.08","0.91","0.3","0.86","0.78","1.45","3.55","2.71","2.72","0.27","0.41","0","0.19","0.09","0","0.09","0.94"
"PF3D7_0817100","PF3D7_0817100.1","1.23","0.65","0.43","3.62","25.04","31.47","16.86","7.11","0.75","0.53","0.39","0.32","0.37","0.45","0.66","2","1.12","0.77","0.68","3.81","23.48","29.76","16.44","6.46","0.64","0.51","0.43","0.32","0.34","0.48","0.65","1.78"
"PF3D7_0817700","PF3D7_0817700.1","207.09","45.11","4.42","1.25","1.54","3.3","11.5","234.19","0.72","0.19","0.03","0.03","0.16","0.17","0.28","2.34","168.13","39.94","4.02","1.16","1.43","3.14","10.96","204.63","0.65","0.17","0.05","0.05","0.14","0.16","0.27","2.06"
"PF3D7_0817800","PF3D7_0817800.1","116.13","35.75","7.75","1.61","10.31","95.94","101.72","153.33","0","0","0","0","0","0","0","2.7","94.16","32.57","7.54","1.95","9.85","89.54","96.54","135.3","0","1.02","0.54","0.97","1.71","1.44","0","2.36"
"PF3D7_0819600","PF3D7_0819600.1","298.22","83.49","19.21","55.11","105.28","117.47","110.88","310.72","0.22","0","0","1.49","0.74","0.51","0.1","1.39","242.25","73.8","17.57","50.25","96.38","109.24","104.3","271.78","0.18","0","0.11","1.45","0.76","0.48","0.19","1.31"
"PF3D7_0820700","PF3D7_0820700.1","13.79","4.73","4.26","5.63","16.78","58.42","91.01","77.22","0.12","0.12","0.06","0.06","0.07","0.19","0.13","1.8","11.25","4.18","3.85","5.19","15.35","54.28","85.61","67.45","0.1","0.13","0.06","0.13","0.09","0.28","0.22","1.6"
"PF3D7_0820900","PF3D7_0820900.1","29.1","35.59","39.03","27.5","18.26","30.06","53.11","88.54","0.08","0.02","0.06","0.04","0.15","0.2","0.19","1.24","24.26","31.89","35.97","25.71","17.03","28.88","51.22","79.79","0.1","0.04","0.09","0.09","0.16","0.25","0.23","1.22"
"PF3D7_0821100","PF3D7_0821100.1","69.87","106.48","113.61","72.4","34.37","41.71","45.06","39.55","0.44","0.21","0.29","0.58","0.17","0.28","0.24","1.74","57.03","95.05","103.84","66.9","31.87","38.98","42.55","35.04","0.36","0.18","0.26","0.53","0.15","0.29","0.22","1.52"
"PF3D7_0823700","PF3D7_0823700.1","8.79","58.21","143.31","257.73","266.72","226.89","170.68","84.21","0","0","0","0","0.77","0.85","0","1.77","7.13","51.8","129.48","234.1","243.73","210.63","160.42","73.53","0","0.42","0","0","0.7","0.79","0","1.55"
"PF3D7_0826100","PF3D7_0826100.1","38.8","92.82","147.62","152.96","130.78","101","98.91","63.13","0.03","0.07","0.12","0.11","0.08","0.13","0.11","1.31","31.57","82.07","133.54","139.16","119.71","93.97","93.16","55.26","0.02","0.07","0.11","0.11","0.08","0.13","0.11","1.16"
"PF3D7_0826800","PF3D7_0826800.1","2.85","5.82","17.05","22.59","21.31","17.46","16.79","6.36","3.8","0.97","0","0.9","0.79","0","0.84","4.55","2.31","5.14","15.41","20.52","19.48","16.21","15.78","5.56","3.08","0.86","0","0.82","0.72","0","0.79","3.97"
