"Gene ID","source_id","sense - T05 - unique only","sense - T10 - unique only","sense - T15 - unique only","sense - T20 - unique only","sense - T25 - unique only","sense - T30 - unique only","sense - T35 - unique only","sense - T40 - unique only","antisense - T05 - unique only","antisense - T10 - unique only","antisense - T15 - unique only","antisense - T20 - unique only","antisense - T25 - unique only","antisense - T30 - unique only","antisense - T35 - unique only","antisense - T40 - unique only","sense - T05","sense - T10","sense - T15","sense - T20","sense - T25","sense - T30","sense - T35","sense - T40","antisense - T05","antisense - T10","antisense - T15","antisense - T20","antisense - T25","antisense - T30","antisense - T35","antisense - T40"
"PF3D7_0733000","PF3D7_0733000.1","2.1","0.73","0.42","0.22","0.25","0.47","1.01","3.4","0.32","0.17","0.05","0.09","0.12","0.19","0.23","0.97","4.81","2.05","1.04","1.41","2.55","2.47","3.85","8.95","0.26","0.15","0.06","0.11","0.12","0.18","0.26","1.41"
"PF3D7_1300800","PF3D7_1300800.1","0.32","0.22","0.11","0.21","0.09","0.1","0.1","0.1","0","0","0","0","0","0","0","0","35.04","82.31","93.98","62.96","12.81","6.92","4.49","9.31","0","0.2","1.03","0.75","0.57","0.09","0.45","5.78"
"PF3D7_1301200","PF3D7_1301200.1","0.08","0.5","3.12","0.31","0.14","0.08","0.22","0.86","0","0","0","0","0","0","0.15","0.86","0.2","1.26","7.05","0.35","0.62","0.98","1.23","1.3","0","0","0","0","0","0","0.14","0.89"
"PF3D7_1302000","PF3D7_1302000.1","287.26","706.93","672.18","610.81","315.78","160.1","49.59","12.33","0.3","1.11","0.42","0.47","0.25","0.46","0.26","1.42","233.56","624.97","608.25","555.33","289.63","149.3","47.35","11.1","0.24","1.16","0.57","0.69","0.38","0.68","0.58","1.24"
"PF3D7_1302100","PF3D7_1302100.1","139.23","121.75","81.63","39.67","124.56","678.23","1080.1","1502.55","0.28","0.15","0.15","0.27","0.47","0.39","0.25","3.13","112.89","107.59","73.75","36.04","113.93","629.6","1015.39","1312.01","0.23","0.13","0.14","0.25","0.43","0.36","0.24","2.74"
"PF3D7_1302200","PF3D7_1302200.1","22.65","11.86","2.42","0.64","1.91","7.69","5.48","4","0","0.55","0.28","0","0.67","0.74","0.36","2.45","18.36","10.59","2.19","0.58","1.74","7.14","5.15","3.61","0","0.49","0.26","0","0.72","0.69","0.34","2.14"
"PF3D7_1302400","PF3D7_1302400.1","2.65","1.93","2.8","2.52","0.79","2.43","2.84","4.16","6.05","2.51","0.8","1.26","2.99","3.13","2.68","3.98","2.3","1.71","2.53","2.45","0.86","2.42","2.67","3.79","4.91","2.22","0.72","1.14","2.73","2.91","2.51","3.48"
"PF3D7_1304500","PF3D7_1304500.1","7.6","3.74","3.09","32.02","182.82","259.65","224.82","80.26","0.15","0.15","0","0.7","0","0","0.13","1.82","6.17","3.3","2.93","29.21","167.17","241.29","211.55","70.08","0.12","0.13","0","0.63","0","0.12","0.12","1.59"
"PF3D7_1304700","PF3D7_1304700.1","5.41","1.73","0.6","2.58","11.25","20.54","13.26","9.72","6.54","14.99","17.76","16.42","13.69","17.01","6.08","6.48","4.48","1.53","0.65","2.34","10.28","19.06","12.75","8.96","5.3","13.33","16.04","14.92","12.51","15.89","5.72","5.66"
"PF3D7_1305400","PF3D7_1305400.1","5.95","21.36","39.76","51.97","46.63","50.87","45.23","20.1","0","0.16","0.27","0.1","0.51","0.42","0.58","1.27","4.86","18.9","35.92","47.25","42.69","47.27","42.51","17.6","0","0.14","0.24","0.09","0.46","0.48","0.59","1.11"
"PF3D7_1305700","PF3D7_1305700.1","0","0.32","0.5","2.85","13.74","17.95","8.49","3.92","0.16","0.16","0","0.3","0.13","0.43","0.42","2.11","0","0.28","0.45","2.59","12.56","16.67","7.98","3.42","0.13","0.14","0","0.27","0.24","0.4","0.39","1.84"
"PF3D7_1306600","PF3D7_1306600.1","8.97","14.26","28.17","47.58","46.03","54.6","48.11","41.15","0.07","0","0","0.06","0","0","0.06","1.5","7.33","12.64","25.45","43.27","42.17","50.69","45.33","35.94","0.06","0","0","0.06","0","0","0.06","1.31"
"PF3D7_1309300","PF3D7_1309300.1","79.36","183.12","223.96","177.02","117.79","118.43","119.1","116.37","0.68","0.39","0.72","1.26","0.6","0.51","0.79","2.28","64.48","162.1","202.75","161.05","107.8","110.05","112.04","101.94","0.55","0.38","0.65","1.18","0.55","0.58","0.74","1.99"
"PF3D7_1309900","PF3D7_1309900.1","0.82","0.28","0","0.91","9.7","26.75","23.06","4.99","0.27","0.56","0","0.39","0.8","0.88","1.09","2.1","0.67","0.25","0","0.83","8.86","24.84","21.67","4.36","0.22","0.5","0","0.36","0.73","0.82","1.14","1.84"
"PF3D7_1310400","PF3D7_1310400.1","71.81","50.05","59.43","78.21","83.4","76.58","45.22","20.78","0.33","0.08","0.17","0.23","0.09","0.15","0.14","1.31","58.71","44.5","54.03","71.61","76.56","71.27","42.81","18.37","0.46","0.54","0.44","0.83","0.41","0.44","0.34","1.42"
"PF3D7_1310500","PF3D7_1310500.1","22.27","52.34","89.88","115.06","86.87","83.35","108.5","71.78","8.28","3.08","0.16","0.29","0.63","0.55","0.8","11.68","18.06","46.2","81.35","104.64","79.39","77.37","101.97","62.68","6.71","2.72","0.14","0.26","0.69","0.51","0.75","10.2"
"PF3D7_1312450","PF3D7_1312450.1","3.88","4.95","1.02","2.31","1.21","0.89","0.43","2.32","0","0","0","0","0.4","0","0","2.78","3.14","4.37","0.93","2.09","1.1","0.83","0.4","2.43","0","0","0","0","0.37","0","0","2.43"
"PF3D7_1313500","PF3D7_1313500.1","31.04","8.7","1.24","0.24","0.4","0.82","2.68","40.39","0.09","0","0.04","0.08","0.03","0.07","0.08","1.54","25.27","7.7","1.23","0.23","0.39","0.79","2.55","35.36","0.07","0.02","0.05","0.08","0.03","0.06","0.07","1.36"
"PF3D7_1314000","PF3D7_1314000.1","1.88","0.66","0.6","1.03","8.47","20.81","18.42","11.6","0.05","0.05","0.08","0.29","0.17","0.24","0.16","1.45","1.54","0.63","0.56","0.96","7.78","19.36","17.31","10.17","0.04","0.05","0.1","0.29","0.18","0.26","0.15","1.29"
"PF3D7_1314800","PF3D7_1314800.1","0.87","1.96","1.1","0.99","0","0.32","0.31","3","0","0","0","0","0","0.8","0.92","2.5","0.71","1.73","1","0.9","0.13","0.3","0.29","2.62","0","0","0","0","0","0.74","0.87","2.18"
"PF3D7_1315200","PF3D7_1315200.1","2.55","0.8","0.18","1.82","9.64","13.78","8.02","6.3","1.16","1.19","0.52","0.97","1.42","0.93","0.44","1.69","2.09","0.71","0.19","1.7","8.81","12.84","7.56","5.52","0.94","1.05","0.47","0.88","1.3","0.89","0.41","1.48"
"PF3D7_1316000","PF3D7_1316000.1","7.44","10.02","10.66","7.18","5.33","5.2","3.92","4.78","0.47","0.77","0.7","0.54","1.02","0.43","0.33","3.7","6.04","8.93","9.63","6.52","4.87","4.83","3.68","4.18","0.38","0.68","0.63","0.49","1","0.4","0.31","3.23"
"PF3D7_1316200","PF3D7_1316200.1","163.29","70.89","16.9","15.09","20.17","28.01","15.6","36.42","0.14","0.42","0","0.26","0.11","0.13","0.24","1.45","132.4","62.57","15.26","13.7","18.43","26.01","14.78","31.81","0.11","0.37","0","0.24","0.1","0.12","0.34","1.27"
"PF3D7_1316400","PF3D7_1316400.1","0.81","0.28","0","0.13","0.45","4.61","3.47","2.59","4.2","6.51","6.01","5.93","3.83","3.86","3.35","3.24","0.77","0.24","0.13","0.12","0.51","4.74","3.49","2.38","4.06","6.36","6.08","5.74","4.12","4.86","3.94","3.85"
"PF3D7_1316900","PF3D7_1316900.1","49.43","66.46","82.36","110.74","104.41","118.55","104.63","84.16","0.03","0.07","0.21","0.18","0.05","0.27","0.23","1.52","40.08","58.66","74.47","100.59","95.44","110.1","98.37","73.54","0.03","0.06","0.19","0.2","0.07","0.25","0.22","1.32"
"PF3D7_1317400","PF3D7_1317400.1","18.81","23.55","134.11","319.82","411.59","395.84","350.92","162.89","0.15","0","0","0.29","0.75","3.32","1.2","3.75","15.38","20.79","121.31","290.76","376.23","367.46","329.82","142.73","0.12","0","0","0.39","0.69","3.08","1.13","3.4"
"PF3D7_1318700","PF3D7_1318700.1","80.36","29.21","5.59","3.23","4.81","4.6","1.72","26.41","0.25","0.17","0","0.28","0.03","0.08","0.11","0.79","65.19","25.86","5.17","2.97","4.43","4.34","1.68","23.16","0.2","0.15","0","0.25","0.03","0.07","0.1","0.73"
"PF3D7_1319400","PF3D7_1319400.1","95.5","32.09","15.64","14.52","59.76","177.84","356.07","384.58","0.03","0.09","0.03","0.25","0.1","0.11","0.23","1.52","77.58","28.43","14.27","13.24","54.85","165.46","335.12","336.2","0.05","0.13","0.11","0.23","0.11","0.15","0.24","1.36"
"PF3D7_1320100","PF3D7_1320100.1","19.28","4.11","1.02","1.22","23.38","55.57","123.05","118.78","8.67","8.87","5.6","4.74","1.47","2.22","1.99","4.77","15.63","3.63","0.92","1.11","21.37","51.58","115.79","103.71","7.03","7.83","5.06","4.31","1.34","2.06","1.87","4.3"
"PF3D7_1320200","PF3D7_1320200.1","4.3","1.77","1.57","2.68","13.43","20.57","22.01","18.06","0.15","0.35","0.89","0.42","0.29","0.73","0.57","1.99","3.6","1.56","1.56","2.43","12.31","19.14","20.69","15.81","0.12","0.31","0.85","0.47","0.26","0.67","0.53","1.73"
"PF3D7_1320300","PF3D7_1320300.1","6.02","4.4","25.99","34.62","40.84","62.86","56.09","26.79","0.13","0.22","0.14","0.29","0.22","0.2","0.27","2.19","4.88","3.89","23.49","31.44","37.32","58.35","52.72","23.43","0.11","0.2","0.17","0.3","0.2","0.19","0.26","1.95"
"PF3D7_1320700","PF3D7_1320700.1","80.44","22.35","4.13","2.23","5.29","23.86","39.51","178","0.11","0.09","0.07","0.04","0.07","0.08","0.11","1.56","65.63","19.88","3.73","2.1","4.85","22.16","37.24","156.04","0.09","0.12","0.12","0.07","0.08","0.11","0.14","1.38"
"PF3D7_1323200","PF3D7_1323200.1","28.5","44.5","138.75","168.77","182.38","151.58","199.49","166.43","0.5","2.56","6.08","9.05","3.12","4.37","2.88","3.11","23.11","39.27","125.36","153.3","166.85","140.71","187.49","145.33","0.41","2.26","5.49","8.22","2.85","4.06","2.7","2.72"
"PF3D7_1323800","PF3D7_1323800.1","7.6","20.23","32.55","26.18","18.87","23.51","29.49","27.39","0.11","0.14","0.1","0.2","0.17","0.08","0.22","1.49","7.35","25.9","42.9","34.3","24.7","35.41","38.09","38.38","0.11","0.17","0.33","0.24","0.17","0.14","0.21","1.74"
"PF3D7_1324300","PF3D7_1324300.1","6.9","5.13","3.25","2.85","12.2","26.23","24.56","13.13","0.17","0.32","0.52","0.65","0.34","0.42","0.56","1.88","5.96","4.88","3.3","2.94","11.87","25.59","24.04","11.88","0.14","0.29","0.49","0.68","0.34","0.45","0.55","1.7"
"PF3D7_1327800","PF3D7_1327800.1","16.03","49.23","64.14","75.24","82.42","74.68","63.06","28.11","0","0","0","0","0.05","0.05","0.05","1.85","13.08","43.46","58","68.34","75.31","69.38","59.27","24.54","0.04","0.15","0.05","0","0.08","0.09","0.05","1.62"
"PF3D7_1330200","PF3D7_1330200.1","15.57","7.26","7.94","14.43","21.7","62.19","94.35","76.66","0.14","0.14","0","0.39","0.8","0.5","0.85","2.88","12.74","6.53","7.3","13.11","19.83","57.73","88.79","66.93","0.11","0.12","0","0.35","0.73","0.47","0.79","2.63"
"PF3D7_1330500","PF3D7_1330500.1","52.87","24.81","14.35","8.42","7.85","36.93","99.8","127.24","0.21","0.22","0.41","1.83","1.63","0.94","0.79","2.05","55.58","30.34","18.8","9.05","7.85","42.19","127.52","150.14","0.24","0.19","0.37","1.77","1.49","0.91","0.75","2.25"
"PF3D7_1331000","PF3D7_1331000.1","56.51","23.13","6.46","5.66","3.56","7.41","12.83","19.16","1.39","3.69","5.23","4.23","2.63","1.33","1.77","1.92","45.86","20.41","5.84","5.14","3.25","7.02","12.1","16.73","1.13","3.31","4.72","3.84","2.41","1.33","1.66","1.67"
"PF3D7_1332200","PF3D7_1332200.1","318.09","96.93","14.39","2.33","1.9","1.94","2.74","91.16","0.12","0.38","0.16","0.35","0.1","0.37","0.19","1.78","258.01","85.56","13","2.14","1.79","1.8","2.6","79.67","0.2","0.36","0.21","0.32","0.09","0.34","0.21","1.58"
"PF3D7_1334100","PF3D7_1334100.1","6.65","2.03","1.33","3.27","15.02","47.91","61.2","44.27","0.09","0.26","0.17","0.09","0.18","0.32","0.42","2.35","5.47","2.02","1.35","3.08","14.06","44.69","57.71","38.79","0.08","0.26","0.15","0.08","0.19","0.3","0.39","2.08"
"PF3D7_1334200","PF3D7_1334200.1","16.89","93.44","249.44","402.96","581.9","533.76","236.89","66.46","0.12","0.12","0.06","0.06","0.34","0.49","0.16","2.04","13.79","82.47","225.53","366.06","532.15","495.89","222.74","58.03","0.19","0.11","0.06","0.05","0.31","0.5","0.15","1.78"
"PF3D7_1334300","PF3D7_1334300.1","12.6","5.58","3.92","51.66","305.8","237.84","129.01","42.09","0.2","0","0","0.19","0.95","0.81","0.18","1.29","13.01","7.3","4.7","59.8","345.53","269.94","149.27","46","0.16","0","0","0.17","0.92","0.75","0.17","1.13"
"PF3D7_1334700","PF3D7_1334700.1","208.63","377.08","313.83","133.19","44.97","86.97","78.08","23.4","0.76","0.62","0.16","0.15","0","0.14","0.95","4.24","170.15","333.8","284.27","121.77","42.02","81.91","74.02","22.1","0.62","0.55","0.15","0.13","0.23","0.13","1.02","3.7"
"PF3D7_1334800","PF3D7_1334800.1","26.83","10.57","14.41","13.5","17.1","50.57","166.2","224.39","0.22","0.22","0.58","0.94","0.09","0","0.39","1.9","21.75","9.33","13.02","12.26","15.79","46.94","156.29","195.94","0.18","0.2","0.63","0.95","0.08","0","0.37","1.75"
"PF3D7_1335100","PF3D7_1335100.1","2950.78","937.32","108.37","15.51","4.18","15.23","417.75","3155","0.7","0.27","0","0","0.29","0","0.08","2.78","2393.18","827.5","98.58","14.62","4.28","14.74","392.99","2755.58","0.57","0.32","0","0","0.27","0","0.07","2.43"
"PF3D7_1335500","PF3D7_1335500.1","2.76","0.64","0.33","0.18","0","0","0.17","1.02","0.13","0.19","0.27","0.66","0.16","0.23","0.17","2.58","2.34","0.62","0.3","0.16","0","0","0.16","0.89","0.1","0.17","0.24","0.65","0.14","0.21","0.16","2.26"
"PF3D7_1336400","PF3D7_1336400.1","13.58","7.96","3.47","2.71","9.39","32.55","38.57","29.06","0","0.22","0.12","0.42","0.36","0.6","0.78","1.99","11.01","7.32","3.14","2.46","8.66","30.22","36.34","25.38","0","0.2","0.1","0.57","0.33","0.56","0.73","1.74"
"PF3D7_1336700","PF3D7_1336700.1","155.02","202.62","194.57","114.73","166.24","222.97","141.95","58.45","0.19","0","0","1.11","0.32","0.72","1.03","2.24","129.8","184.66","180.44","107.58","155.47","210.48","137.14","53.65","0.16","0","0.19","1.18","0.44","0.83","0.97","1.96"
"PF3D7_1336900","PF3D7_1336900.1","2.94","9.97","28.06","44.58","37.97","47.58","40.98","18.67","0.2","1","1.04","1.21","0.65","0.41","0.39","1.55","2.42","8.8","25.35","40.49","34.7","44.17","38.56","16.34","0.16","0.88","0.98","1.1","0.6","0.38","0.37","1.35"
"PF3D7_1337100","PF3D7_1337100.1","1.42","0.73","1.61","27.4","65.06","87.15","37.37","12.71","0.41","0.31","0.43","0.96","0.76","0.28","0.09","1.75","1.15","0.73","1.55","24.97","59.53","80.9","35.21","11.1","0.41","0.37","0.39","0.96","0.92","0.26","0.08","1.61"
"PF3D7_1337500","PF3D7_1337500.1","49.96","113.93","127.12","96.89","63.47","52.54","51.05","45.22","0.33","1.03","0.99","0.96","0.31","0.23","0.23","1.26","59.9","153.31","177.68","132.12","89.55","72.59","70.18","58.6","0.37","0.97","1.11","1.04","0.29","0.22","0.25","1.42"
"PF3D7_1339400","PF3D7_1339400.1","80.74","24.47","8.14","6.74","35.65","72.36","102.33","150.46","1.25","1.7","2.86","2.38","1.56","0.57","1.47","2.39","65.46","21.6","7.35","6.12","32.58","67.52","96.35","131.38","1.01","1.5","2.58","2.16","1.42","0.53","1.38","2.09"
"PF3D7_1339600","PF3D7_1339600.1","6.22","1.5","2.93","8.11","13.7","23.57","16.93","8.31","1.88","0.21","0.11","0.4","0.96","1.35","3.01","7.21","5.13","1.32","2.75","7.55","12.64","21.88","16.04","7.3","1.57","0.24","0.1","0.41","0.87","1.25","2.87","6.34"
"PF3D7_1340400","PF3D7_1340400.1","0.08","0.66","0.25","0.31","0.47","0.15","0.14","2.08","0.16","0.82","0.85","0.23","0.2","0.15","0.14","1.15","0.07","0.65","0.23","0.35","0.43","0.14","0.13","1.88","0.2","0.73","0.77","0.21","0.18","0.14","0.13","1.07"
"PF3D7_1341700","PF3D7_1341700.1","1.17","1.79","3.4","0.84","0.24","0.27","2.07","2.8","0.88","0.3","0","0","0.24","0","0","1.96","0.95","1.58","3.07","0.76","0.22","0.25","1.95","2.45","0.71","0.26","0","0","0.22","0","0","1.71"
"PF3D7_1344100","PF3D7_1344100.1","36.93","16.96","14.11","20","21.63","21.27","10.99","9.32","0.04","0","0.04","0.04","0.03","0.07","0.07","1.03","29.94","15.04","12.78","18.2","19.76","19.74","10.33","8.14","0.06","0.03","0.04","0.03","0.03","0.07","0.06","0.9"
"PF3D7_1345000","PF3D7_1345000.1","6.44","7.34","5.64","3.15","3.06","17.1","13.92","5.99","80.78","48.74","33.74","45.11","39.48","32.16","19.53","12.07","5.37","6.48","5.27","3.02","2.87","15.95","13.16","5.46","65.57","43.1","30.49","40.97","36.15","29.93","18.36","10.54"
"PF3D7_1345100","PF3D7_1345100.1","617.53","452.76","335.39","366.73","299.65","253.44","161.42","69.35","3.14","3.21","2.9","2.24","0.82","6.68","4.34","3.38","501.03","399.64","303.02","333.44","273.83","235.44","151.71","60.55","2.55","2.83","2.81","2.04","0.75","6.2","4.08","2.95"
"PF3D7_1345200","PF3D7_1345200.1","5.71","2.11","2.3","15.43","33.88","52.39","61.68","37.87","1.69","1","0.75","0.67","0.5","0.75","0.24","1.93","4.63","1.87","2.34","14.06","31.09","48.73","58.06","33.12","1.37","0.88","0.68","0.71","0.45","0.79","0.23","1.68"
"PF3D7_1345800","PF3D7_1345800.1","10.47","22.4","48.81","67.1","89.44","103.02","72.71","41.75","0.09","0.1","0.3","0.24","0.23","0.32","0.36","2.12","9.07","20.87","44.99","61.81","82.72","96.33","69.22","36.95","0.33","0.17","0.48","0.3","0.36","0.43","0.44","1.95"
"PF3D7_1346100","PF3D7_1346100.1","111.1","182.28","346.56","534.19","415.64","499.76","674.29","564.5","3.47","1.14","0.69","0.06","0.22","0.3","0.23","2.07","90.14","161.01","313.17","485.21","379.82","464.09","633.74","492.97","2.82","1.01","0.63","0.11","0.25","0.28","0.22","1.86"
"PF3D7_1346600","PF3D7_1346600.1","14.94","3.71","1.03","1.86","8.71","26.98","41.51","48.55","0.42","0.86","0.44","0.66","0.58","0.39","0.12","0.94","12.12","3.28","0.93","1.81","7.96","25.05","39.13","42.4","0.34","0.76","0.4","0.6","0.53","0.36","0.12","0.82"
"PF3D7_1346900","PF3D7_1346900.1","55.24","10.57","1.69","1.52","3.89","28.52","64.86","112.88","0","0","0","0","0","0","0.11","1.53","44.79","9.33","1.53","1.38","3.55","26.48","60.96","98.57","0","0","0","0","0","0","0.2","1.34"
"PF3D7_1348100","PF3D7_1348100.1","18.33","4.09","1.17","0","0.11","4.18","13.89","34.84","9.78","9.87","5.39","3.54","2.41","3.17","2.32","3.17","15.19","3.61","1.05","0.36","0.1","4.12","13.06","30.42","7.93","8.71","4.87","3.22","2.3","2.94","2.18","2.77"
"PF3D7_1348200","PF3D7_1348200.1","77.59","127.77","128.37","116.92","89.18","85.56","90.7","86.62","0.15","0.31","0.32","0.58","0.5","0.42","0.4","3.04","62.91","112.77","116.27","106.2","81.5","79.56","85.25","75.76","0.12","0.27","0.29","0.65","0.46","0.39","0.38","2.66"
"PF3D7_1348400","PF3D7_1348400.1","6.69","4.85","3.37","6.27","26.76","36.8","38.52","27.95","0.02","0.02","0.08","0.09","0.01","0.13","0.04","1.47","5.83","4.85","3.36","6.38","26.36","36.34","39.64","26.49","0.04","0.05","0.08","0.09","0.04","0.16","0.07","1.38"
"PF3D7_1350400","PF3D7_1350400.1","10.7","3.95","3.34","4.3","12.36","23.24","25.91","27.59","0.22","0.45","0.32","0.17","0.26","0.04","0.12","1.64","8.71","3.52","3.22","4.02","11.4","21.8","24.57","24.13","0.28","0.48","0.29","0.15","0.37","0.22","0.15","1.54"
"PF3D7_1351400","PF3D7_1351400.1","189.52","633.41","1179.77","1469.65","1734.67","1351.55","1027.72","437.99","0.91","0.31","0.48","0.72","0.51","1.12","0.67","2.47","153.67","559.37","1065.9","1335.7","1585.41","1255.29","966.05","382.83","0.74","0.27","0.44","0.66","0.46","1.04","0.76","2.16"
"PF3D7_1351600","PF3D7_1351600.1","4.69","7.64","10.18","7.76","6.93","7.95","5.46","4.5","36.75","10.04","1.44","0.35","0.15","0.11","0","4.26","3.81","6.8","9.2","7.05","6.38","7.49","5.19","3.93","29.8","8.87","1.3","0.43","0.14","0.11","0.05","3.72"
"PF3D7_1352200","PF3D7_1352200.1","104.35","147.02","133.62","138.7","109.64","80.53","41.11","30.46","1.33","5.18","2.82","2.54","1.16","4.17","7.43","6.96","84.61","129.77","120.79","126.04","100.29","74.76","38.63","26.65","1.14","4.57","2.55","2.36","1.06","3.87","6.98","6.08"
"PF3D7_1353100","PF3D7_1353100.1","277.95","783.31","947.16","518.83","149.49","109.1","42.29","12.04","1.63","1.66","1.26","1.03","0.45","0.4","0.48","1.35","225.9","691.8","856.05","471.45","136.69","101.55","39.74","10.88","1.32","1.47","1.14","0.94","0.41","0.37","0.45","1.18"
"PF3D7_1353400","PF3D7_1353400.1","11.31","35","57.86","52.17","38.07","34.54","36.06","30.51","0.03","0.08","0.14","0.18","0.15","0.29","0.16","1.22","9.8","33.08","55.76","50.52","36.63","34.09","35.53","28.22","0.02","0.07","0.15","0.18","0.14","0.3","0.15","1.07"
"PF3D7_1355400","PF3D7_1355400.1","0","0","0","0","0","2.34","0","2.44","0","0","0","0","0","1.17","0","2.44","0","0","0","0","0","2.18","0","2.13","0","0","0","0","0","1.09","0","2.13"
"PF3D7_1356000","PF3D7_1356000.1","2.39","2.43","1.83","1.77","2.19","4.34","3.7","3.31","0.18","0.2","0.09","0.13","0.07","0.16","0.24","1.59","2.03","2.16","1.65","1.67","2","4.05","3.5","2.93","0.16","0.18","0.08","0.13","0.08","0.17","0.28","1.41"
"PF3D7_1356700","PF3D7_1356700.1","25.71","14.66","43.48","71.49","51.83","43.28","27.56","31.19","3.27","0.48","0","0","0","0","0.14","5.07","20.84","13.36","39.28","64.94","47.6","40.18","25.9","27.23","2.65","0.42","0","0","0","0","0.13","4.43"
"PF3D7_1357100","PF3D7_1357100.1","57.89","166.26","344.39","404.67","477.75","458.27","375.59","160.78","0.07","0.5","0.3","0.53","0.81","0.9","0.19","0.67","426.68","1407.32","2821.8","3434.99","4271.18","3937.59","3171.17","1282.13","0.79","1.39","1.53","2.42","2.23","4.05","1.04","3.5"
"PF3D7_1357200","PF3D7_1357200.1","4.58","1.21","1.42","2.93","13.68","31.3","37.87","28.04","0","0","0.11","0","0.04","0","0","1.65","3.72","1.07","1.39","2.7","12.5","29.15","35.64","24.49","0.04","0","0.21","0","0.04","0","0","1.49"
"PF3D7_1358300","PF3D7_1358300.1","9.09","3.81","0.58","0.43","2.65","19.49","32.73","34.57","4.36","7.25","9.71","11.25","9.07","10.37","7.56","8.36","7.45","3.37","0.61","0.39","2.42","18.09","30.76","30.19","3.61","6.4","8.86","10.22","8.29","9.63","7.11","7.38"
"PF3D7_1359100","PF3D7_1359100.1","24.48","29.2","30.41","33.98","41.08","44.39","25.56","18.5","0","0","0.23","0.08","0.11","0.04","0","1.17","19.85","25.85","27.52","30.94","37.68","41.36","24.25","16.26","0","0.08","0.25","0.23","0.23","0.19","0.18","1.06"
"PF3D7_1359900","PF3D7_1359900.1","74.17","97.17","109.15","74.67","36.2","36.2","64.34","120.74","0.03","0.04","0","0.08","0.04","0.03","0.05","1.59","60.17","85.81","98.69","67.88","33.1","33.62","60.53","105.45","0.02","0.04","0","0.08","0.03","0.02","0.05","1.41"
"PF3D7_1363000","PF3D7_1363000.1","13.44","53.97","56.64","47.44","35.1","32.41","16.91","6.37","0.16","0.05","0","0.2","0.07","0.15","0.19","1.54","11.2","47.9","51.6","43.57","32.52","30.6","16.05","5.92","0.17","0.12","0.03","0.23","0.1","0.27","0.26","1.46"
"PF3D7_1363400","PF3D7_1363400.1","18.72","22.71","51.91","68.03","75.28","97.87","99.31","72.07","0.07","0.07","0.18","0.52","0.09","0.38","0.27","1.44","15.18","20.08","46.93","61.82","68.9","90.91","93.34","62.96","0.08","0.06","0.26","0.5","0.08","0.35","0.26","1.26"
"PF3D7_1363800","PF3D7_1363800.1","2.36","1.21","1.63","1.77","2.68","8.2","7.2","5.09","0.09","0","0","0.13","0.08","0.17","0.08","1.52","1.92","1.07","1.65","1.69","2.56","7.69","6.92","4.52","0.07","0.04","0.04","0.2","0.07","0.19","0.11","1.33"
"PF3D7_1364200","PF3D7_1364200.1","39.21","44.31","36.47","30.17","24.88","29.43","31.81","26.53","0.05","0.07","0.14","0.23","0.13","0.2","0.14","1.33","31.86","39.16","32.99","27.43","22.76","27.34","29.94","23.18","0.04","0.08","0.13","0.22","0.13","0.23","0.16","1.16"
"PF3D7_1364300","PF3D7_1364300.1","28.21","44.32","45.06","49.07","45.57","42.68","31.9","27.27","1.05","2.26","1.28","1.13","0.38","0.5","0.5","1.65","22.91","39.14","40.74","44.57","41.73","39.67","30.03","23.86","0.85","1.99","1.18","1.02","0.35","0.46","0.51","1.44"
"PF3D7_1364500","PF3D7_1364500.1","11.61","35.09","53.06","54.22","42.73","57.58","38.5","22.43","0.13","0.07","0","0.12","0.11","0.54","1.15","3.17","9.41","30.98","48.13","49.25","39.04","53.45","36.24","19.58","0.11","0.06","0","0.11","0.1","0.5","1.13","2.77"
"PF3D7_1364800","PF3D7_1364800.1","55.84","127.92","157.97","152.46","119.17","104.39","73.09","23.93","0.6","0.15","0.16","0.14","0.5","0.55","0.8","2.59","45.27","112.91","142.72","138.74","109.01","97.04","68.69","20.89","0.49","0.14","0.14","0.26","0.46","0.51","0.75","2.27"
"PF3D7_1366000","PF3D7_1366000.1","17.86","33.43","46.66","62.24","39.24","46.5","28.62","16.14","24.26","7.58","1.42","0.32","0","0.62","0","3.23","14.48","29.51","42.16","56.54","35.86","43.17","26.9","14.09","19.67","6.69","1.61","0.29","0","0.58","0","2.82"
"PF3D7_1367000","PF3D7_1367000.1","17.88","27.62","47.85","66.28","92.23","151.88","179.35","118.59","6.47","6.42","4.22","5.07","6.96","5.07","5.89","8.38","14.5","24.38","43.23","60.2","84.28","140.99","168.72","103.56","5.24","5.84","3.81","4.61","6.36","4.71","5.53","7.32"
"PF3D7_1368300","PF3D7_1368300.1","19.6","11.26","39.86","64.15","51.24","63.83","70.64","55.4","36.24","31.3","42.28","42.42","44.76","65.32","81.8","103.09","15.89","10.06","36.27","58.38","46.82","59.37","66.5","48.71","29.49","27.63","38.2","38.53","40.91","60.63","76.88","90.02"
"PF3D7_1368900","PF3D7_1368900.1","14.09","20.88","32.7","50.2","63.12","84.93","78.99","49.84","0","0","0.07","0.07","0","0.32","0","0.92","11.43","18.43","29.54","45.6","57.74","78.9","74.24","43.52","0.06","0","0.07","0.12","0.05","0.29","0","0.8"
