Gene ID;source_id;antisense - 40-5 hours post-invasion - unique only;antisense - 2-10 hours post-invasion - unique only;antisense - 7-15 hours post-invasion - unique only;antisense - 12-20 hours post-invasion - unique only;antisense - 17-25 hours post-invasion - unique only;antisense - 22-30 hours post-invasion - unique only;antisense - 27-35 hours post-invasion - unique only;antisense - 32-40 hours post-invasion - unique only;sense - 40-5 hours post-invasion - unique only;sense - 2-10 hours post-invasion - unique only;sense - 7-15 hours post-invasion - unique only;sense - 12-20 hours post-invasion - unique only;sense - 17-25 hours post-invasion - unique only;sense - 22-30 hours post-invasion - unique only;sense - 27-35 hours post-invasion - unique only;sense - 32-40 hours post-invasion - unique only;antisense - 40-5 hours post-invasion;antisense - 2-10 hours post-invasion;antisense - 7-15 hours post-invasion;antisense - 12-20 hours post-invasion;antisense - 17-25 hours post-invasion;antisense - 22-30 hours post-invasion;antisense - 27-35 hours post-invasion;antisense - 32-40 hours post-invasion;sense - 40-5 hours post-invasion;sense - 2-10 hours post-invasion;sense - 7-15 hours post-invasion;sense - 12-20 hours post-invasion;sense - 17-25 hours post-invasion;sense - 22-30 hours post-invasion;sense - 27-35 hours post-invasion;sense - 32-40 hours post-invasion;scaled  antisense - 40-5 hours post-invasion - unique only;scaled  antisense - 2-10 hours post-invasion - unique only;scaled  antisense - 7-15 hours post-invasion - unique only;scaled  antisense - 12-20 hours post-invasion - unique only;scaled  antisense - 17-25 hours post-invasion - unique only;scaled  antisense - 22-30 hours post-invasion - unique only;scaled  antisense - 27-35 hours post-invasion - unique only;scaled  antisense - 32-40 hours post-invasion - unique only;scaled  sense - 40-5 hours post-invasion - unique only;scaled  sense - 2-10 hours post-invasion - unique only;scaled  sense - 7-15 hours post-invasion - unique only;scaled  sense - 12-20 hours post-invasion - unique only;scaled  sense - 17-25 hours post-invasion - unique only;scaled  sense - 22-30 hours post-invasion - unique only;scaled  sense - 27-35 hours post-invasion - unique only;scaled  sense - 32-40 hours post-invasion - unique only
PF3D7_1224800;PF3D7_1224800.1;1.73;1.47;1.97;1.58;1.64;0.55;0.77;1.79;19.7;11.14;8.02;3.02;6.57;11.38;25.89;39.22;1.45;1.33;1.79;1.42;1.5;0.51;0.75;1.72;17.21;10.2;7.55;2.88;6.06;10.42;23.81;35.5;2.39;1.47;2.25;2;6.4;3.14;8.06;21.51;27.13;11.14;9.14;3.84;25.61;64.33;272.39;471.44
PF3D7_1225500;PF3D7_1225500.1;2.76;6.35;10.02;5.89;9.1;5.72;6.68;3.4;21.51;40.34;63.01;43.32;47.58;38.77;23.36;11.67;2.55;5.88;9.21;5.34;8.31;5.39;6.35;3.63;18.04;36.45;57.6;39.15;43.52;35.4;21.57;10.66;3.8;6.35;11.42;7.49;35.49;32.33;70.26;40.82;29.62;40.34;71.83;55.02;185.54;219.21;245.71;140.29
PF3D7_1226600;PF3D7_1226600.1;0.49;0.21;0;0;0.25;0.34;0.29;0.36;15.96;2;2.63;1.86;22.45;60.33;112.58;101.16;0.47;0.19;0;0.05;0.23;0.31;0.27;0.37;13.35;1.8;2.4;1.67;20.52;54.95;103.34;91.42;0.67;0.21;0;0;0.97;1.9;3.05;4.34;21.97;2;3;2.36;87.57;341.15;1184.42;1215.96
PF3D7_1229400;PF3D7_1229400.1;0.16;1.29;2.24;2.16;1.31;0.19;1.71;0.61;87.5;533.8;919.95;601.21;791.23;1086.32;1386.72;710.68;0.13;1.17;2.04;1.95;1.2;0.17;1.57;0.55;73.23;481.33;837.7;541.8;723.68;989.56;1272.9;642.29;0.22;1.29;2.55;2.75;5.12;1.08;17.96;7.38;120.5;533.8;1048.75;763.54;3085.79;6142.81;14588.91;8542.59
PF3D7_1230400;PF3D7_1230400.1;1.87;0.55;0.1;0.07;0;0.11;0;0.63;17.66;6;2.31;3.45;51.31;149.77;211.61;177.79;1.57;0.49;0.1;0.06;0;0.1;0;0.57;14.78;5.41;2.1;3.17;46.88;136.4;194.24;160.66;2.58;0.55;0.12;0.09;0;0.61;0;7.61;24.31;6;2.63;4.38;200.09;846.88;2226.2;2137.03
PF3D7_1230900;PF3D7_1230900.1;0;0;0.14;0.02;0.14;0.07;0.05;0.03;97.05;176.34;188.44;90.44;80.18;64.21;53.61;20.58;0.02;0;0.13;0.03;0.19;0.06;0.05;0.07;81.75;159.88;172.53;81.83;73.63;58.76;49.58;18.69;0;0;0.16;0.02;0.55;0.4;0.52;0.31;133.64;176.34;214.83;114.86;312.69;363.11;563.96;247.37
PF3D7_1432900;PF3D7_1432900.1;0.21;0;0.4;0.31;1.14;0.58;0.97;1.11;27.61;23.12;13.08;22.1;3.74;4.7;12.01;65.95;0.17;0;0.37;0.28;1.04;0.53;0.89;1.04;23.11;20.85;11.91;19.91;3.49;4.36;11.02;59.58;0.28;0;0.46;0.4;4.44;3.26;10.18;13.32;38.03;23.12;14.92;28.06;14.59;26.58;126.31;792.78
PF3D7_1437600;PF3D7_1437600.1;0.13;0.03;0.04;0.07;0;0.04;0.13;0.41;0.6;0.23;0.07;0.07;4;15.14;19.92;7.69;0.13;0.06;0.03;0.06;0;0.03;0.12;0.37;0.58;0.26;0.14;0.11;3.73;13.85;18.31;6.98;0.17;0.03;0.04;0.09;0;0.21;1.38;4.9;0.83;0.23;0.08;0.09;15.61;85.59;209.53;92.39
PF3D7_1439800;PF3D7_1439800.1;0.31;0.55;0.9;1.05;1.72;0.55;0.13;0.59;50.81;57.05;137.95;150.31;203.24;203.81;308.72;373.51;0.26;0.49;0.82;0.94;1.58;0.5;0.12;0.54;42.53;51.45;125.62;135.43;185.72;185.7;283.44;337.42;0.42;0.55;1.03;1.33;6.72;3.12;1.34;7.13;69.97;57.05;157.27;190.89;792.66;1152.46;3247.82;4489.72
PF3D7_1440900;PF3D7_1440900.1;0.87;3.3;5.57;3.89;5.23;4.36;3.86;2.04;33.15;4.35;1.76;0.42;0.09;0;0.39;14.67;0.79;3.12;5.15;3.51;5.04;3.97;3.6;1.84;27.74;3.92;1.61;0.43;0.09;0;0.36;13.25;1.2;3.3;6.35;4.94;20.41;24.65;40.58;24.49;45.65;4.35;2.01;0.53;0.36;0;4.13;176.3
PF3D7_0516100;PF3D7_0516100.1;0.39;0.51;0.33;0.38;0.37;0.2;0.18;0.55;1.56;0.5;0.41;0.43;2.46;7.03;15.94;12.02;0.36;0.48;0.33;0.36;0.37;0.19;0.19;0.53;1.36;0.55;0.55;0.45;2.4;6.59;14.94;11.17;0.53;0.51;0.37;0.48;1.46;1.15;1.88;6.59;2.15;0.5;0.47;0.55;9.59;39.75;167.68;144.51
PF3D7_0520800;PF3D7_0520800.1;0.03;0.02;0.06;0;0.01;0.07;0.04;0.05;3.76;2.78;5.48;8.58;17.9;28.74;42.69;46.33;0.03;0.02;0.06;0.01;0.01;0.06;0.04;0.06;3.19;2.56;5.01;7.8;16.41;26.24;39.27;41.93;0.04;0.02;0.07;0;0.04;0.37;0.39;0.63;5.18;2.78;6.24;10.9;69.8;162.49;449.16;556.86
PF3D7_0521800;PF3D7_0521800.1;0;0;0.1;0.02;0.07;0;0.14;0.17;1.87;0.89;0.69;0.66;1.07;1.89;6.47;12.46;0.22;0.03;0.16;0.04;0.06;0;0.16;0.19;1.59;0.83;0.62;0.6;0.98;1.75;5.96;11.29;0;0;0.12;0.03;0.27;0;1.52;2.04;2.57;0.89;0.78;0.84;4.17;10.69;68.11;149.73
PF3D7_0925500;PF3D7_0925500.1;0.29;0.15;0.34;0;0.17;0;0.24;0.37;10.35;2.79;0.85;2.29;25.19;72.15;70.14;32.84;0.24;0.13;0.31;0;0.16;0;0.22;0.34;8.66;2.64;0.77;2.06;23.02;66.5;64.93;29.67;0.4;0.15;0.39;0;0.66;0;2.51;4.46;14.25;2.79;0.96;2.91;98.25;408;737.95;394.76
PF3D7_0927700;PF3D7_0927700.1;0.53;0.18;0.14;0.04;0;0.14;0.05;0.42;18.31;3.87;1.95;1.12;10.31;35.07;64;92.83;0.45;0.16;0.13;0.04;0.06;0.13;0.05;0.38;15.32;3.49;1.78;1.01;9.42;31.94;58.84;83.9;0.73;0.18;0.16;0.06;0;0.8;0.52;5.06;25.21;3.87;2.22;1.43;40.22;198.32;673.34;1115.89
PF3D7_0928200;PF3D7_0928200.1;0.05;0.03;0.03;0.06;0.03;0.07;0.02;0.03;4.22;21.34;47.65;45.19;57.67;50.81;66.03;49.23;0.05;0.02;0.06;0.06;0.03;0.06;0.04;0.06;3.58;19.25;43.57;40.85;52.81;46.45;60.71;44.79;0.07;0.03;0.04;0.08;0.13;0.37;0.24;0.42;5.82;21.34;54.33;57.39;224.9;287.3;694.63;591.79
PF3D7_1235000;PF3D7_1235000.1;0;0;0;0;0;0;0.07;0.05;7.06;0.71;0.34;0.16;2.72;5.07;2.41;4.37;0;0;0;0;0;0;0.06;0.05;5.91;0.68;0.31;0.28;2.49;4.62;2.25;3.99;0;0;0;0;0;0;0.72;0.64;9.72;0.71;0.38;0.2;10.61;28.69;25.39;52.51
PF3D7_1236900;PF3D7_1236900.1;0.35;0.2;0.23;0.08;0.18;0.12;0.33;1.89;141.91;19.02;5.9;2.83;3.53;8.24;16.06;54.77;0.33;0.18;0.21;0.07;0.16;0.11;0.3;1.71;118.81;17.19;5.38;2.55;3.28;7.56;14.74;49.56;0.48;0.2;0.27;0.1;0.69;0.68;3.47;22.75;195.42;19.02;6.73;3.59;13.78;46.58;168.99;658.32
PF3D7_1237800;PF3D7_1237800.1;0.25;0.26;0.59;0.19;0;0.3;0;0;5.26;15.34;25.34;18.25;22.25;23.47;37.99;32.83;0.21;0.23;0.54;0.17;0;0.27;0;0;4.4;13.83;23.34;16.45;20.34;21.38;34.87;29.66;0.35;0.26;0.67;0.24;0;1.7;0;0;7.25;15.34;28.89;23.18;86.79;132.72;399.69;394.62
PF3D7_1237900;PF3D7_1237900.1;0.08;0.05;0.04;0;0;0.04;0.01;0.04;401.06;261.17;181.64;141.03;143.81;134.58;89.04;34.47;0.07;0.04;0.03;0;0.02;0.03;0.01;0.04;361.27;256.16;181.36;138.84;143.38;134.69;89.13;34.08;0.11;0.05;0.04;0;0;0.21;0.14;0.48;552.28;261.17;207.07;179.11;560.84;760.98;936.71;414.38
PF3D7_1238300;PF3D7_1238300.1;0.23;0.12;0.05;0.01;0.02;0.09;0.1;0.22;38.68;143.61;196.12;164.33;147.24;116.6;97.84;52.81;0.22;0.11;0.1;0.03;0.02;0.08;0.12;0.23;33.77;132.81;184.02;152.14;138.75;109.7;91.85;49.24;0.32;0.12;0.05;0.02;0.09;0.52;1;2.67;53.27;143.61;223.58;208.7;574.23;659.35;1029.35;634.85
PF3D7_1238600;PF3D7_1238600.1;0.19;0;0.06;0.04;0.22;0.4;0.31;0.33;63.03;6.53;2.32;0.75;0.95;3.56;17;121.62;0.16;0;0.05;0.03;0.2;0.36;0.29;0.3;52.75;5.89;2.12;0.68;0.87;3.24;15.61;109.89;0.26;0;0.06;0.05;0.87;2.24;3.28;4.02;86.8;6.53;2.65;0.95;3.69;20.13;178.85;1461.89
PF3D7_1238700;PF3D7_1238700.1;0.07;0.04;0;0.03;0.13;0;0.06;0.09;17.96;4.15;1.9;2.22;44.78;60.68;58.78;55.91;0.06;0.1;0.04;0.03;0.12;0.04;0.06;0.09;15.15;3.84;1.81;2.03;41.32;55.59;54.18;51.17;0.1;0.04;0;0.04;0.51;0;0.64;1.14;24.73;4.15;2.16;2.83;174.65;343.15;618.38;672.07
PF3D7_1441600;PF3D7_1441600.1;0.1;0;0.04;0.02;0;0.16;0.49;0.42;10.15;1.63;3.1;4.07;9.05;7.46;8.3;19.59;0.08;0;0.03;0.02;0;0.14;0.45;0.38;8.52;1.47;2.82;3.69;8.31;6.8;7.62;17.73;0.13;0;0.04;0.03;0;0.88;5.1;5.05;13.98;1.63;3.53;5.17;35.31;42.19;87.33;235.46
PF3D7_1444400;PF3D7_1444400.1;1.03;0.34;0.39;0.2;0.13;0.4;0.55;0.76;4.31;11.41;20.51;11.47;11.24;10.21;8.96;3.49;0.89;0.3;0.35;0.18;0.16;0.4;0.5;0.71;3.6;10.29;18.67;10.36;10.35;9.29;8.28;3.15;1.42;0.34;0.44;0.25;0.51;2.25;5.77;9.13;5.93;11.41;23.38;14.57;43.84;57.71;94.28;41.96
PF3D7_1444500;PF3D7_1444500.1;0.44;0.24;0.43;0.34;0.49;0.34;0.25;0.21;55.37;67.27;90.67;29.72;14.07;11.38;17.87;26.44;0.37;0.22;0.42;0.32;0.45;0.31;0.24;0.19;46.4;60.8;82.74;26.87;12.9;10.46;16.45;23.96;0.61;0.24;0.49;0.44;1.92;1.94;2.59;2.49;76.24;67.27;103.36;37.75;54.87;64.37;187.96;317.78
PF3D7_1445200;PF3D7_1445200.1;0.07;0.05;0.14;0.04;0.06;0.11;0.08;0.08;54.94;124.59;141.18;128.34;117.86;113.93;74.21;38.3;0.06;0.04;0.2;0.06;0.05;0.13;0.11;0.08;46.06;112.45;128.61;115.73;107.87;103.94;68.21;34.62;0.1;0.05;0.16;0.04;0.21;0.63;0.81;0.9;75.66;124.59;160.94;162.99;459.66;644.25;780.74;460.43
PF3D7_0522700;PF3D7_0522700.1;0.94;2.76;4.17;2.13;8.02;5.25;3.97;1.34;1.15;0.64;0.25;0;5.06;17.14;39.18;31.4;0.78;2.49;3.79;1.92;7.33;4.79;3.64;1.21;0.96;0.67;0.22;0;4.62;15.61;35.97;28.42;1.29;2.76;4.75;2.71;31.27;29.71;41.77;16.16;1.58;0.64;0.28;0;19.72;96.91;412.23;377.41
PF3D7_0523300;PF3D7_0523300.1;1.7;4.33;5.99;6.87;7.71;5.44;5.63;3.84;45.16;11.26;5.99;4.83;13.07;56.94;125.83;173.66;1.42;3.91;5.46;6.19;7.05;4.95;5.17;3.47;37.8;10.15;5.46;4.36;11.95;51.86;115.51;156.88;2.34;4.33;6.83;8.73;30.07;30.76;59.22;46.12;62.19;11.26;6.83;6.14;50.99;321.99;1323.83;2087.5
PF3D7_0528900;PF3D7_0528900.1;0.24;0.91;4.19;0.68;1.53;0.88;0.94;0.57;7.69;4.29;4.86;3.75;4.7;2.92;1.01;1.46;0.2;0.82;3.82;0.61;1.4;0.8;0.86;0.52;6.44;3.87;4.42;3.38;4.29;2.66;1.05;1.32;0.33;0.91;4.78;0.86;5.98;4.95;9.88;6.91;10.6;4.29;5.54;4.76;18.32;16.5;10.59;17.59
PF3D7_0531100;PF3D7_0531100.1;0.03;0.01;0.01;0.02;0.02;0.01;0.02;0.05;8.95;0.93;0.47;0.33;0.37;0.53;1.47;23.19;0.02;0.01;0.01;0.02;0.04;0.01;0.03;0.06;7.55;0.88;0.51;0.38;0.42;0.52;1.51;21.19;0.04;0.01;0.01;0.03;0.06;0.05;0.24;0.59;12.32;0.93;0.53;0.42;1.46;2.99;15.51;278.8
PF3D7_0932700;PF3D7_0932700.1;0.04;0.02;0.04;0.01;0.09;0.05;0.16;0.55;0.4;0.34;0.23;0.42;3.3;6.55;5.91;1.86;0.05;0.03;0.03;0.01;0.13;0.05;0.15;0.52;0.36;0.32;0.22;0.39;3.03;5.98;5.45;1.71;0.06;0.02;0.04;0.01;0.35;0.31;1.7;6.63;0.56;0.34;0.26;0.53;12.88;37.05;62.19;22.33
PF3D7_0933000;PF3D7_0933000.1;0.05;0.05;0.03;0.02;0.09;0.12;0.08;0.11;55.96;55.03;55.66;41.09;45.79;41.99;47.8;49.83;0.04;0.07;0.05;0.02;0.08;0.11;0.09;0.11;46.91;49.64;50.76;37.07;41.84;38.3;44.05;45.09;0.07;0.05;0.03;0.02;0.34;0.66;0.85;1.32;77.06;55.03;63.45;52.18;178.58;237.45;502.9;599.01
PF3D7_0933800;PF3D7_0933800.1;0.58;0.93;1.24;0.48;0.66;0.33;1.59;1.2;0.71;0.26;0.12;0.33;0.45;1.24;2.92;4.16;0.49;0.83;1.19;0.45;0.63;0.36;1.53;1.12;0.76;0.25;0.13;0.38;0.55;1.13;2.76;3.79;0.8;0.93;1.42;0.61;2.56;1.88;16.69;14.46;0.97;0.26;0.14;0.41;1.75;7.01;30.74;50.04
PF3D7_0935000;PF3D7_0935000.1;0;0.19;0;0.15;0;0.34;0.24;0;78.11;153.26;195.58;137.52;170.12;158.62;223.63;199;0;0.18;0;0.13;0;0.31;0.22;0;65.37;138.2;178.09;123.91;155.44;144.47;205.28;179.77;0;0.19;0;0.18;0;1.95;2.5;0;107.56;153.26;222.96;174.65;663.45;896.96;2352.7;2392.09
PF3D7_0936900;PF3D7_0936900.1;0;0;0;0;0;0;0;0.03;0.2;0;0.18;2.9;91.69;51.45;7.17;0.79;0;0;0;0;0;0;0;0.03;0.17;0;0.16;2.65;83.78;46.86;6.59;0.71;0;0;0;0;0;0;0;0.4;0.28;0;0.2;3.68;357.6;290.91;75.48;9.48
PF3D7_1244000;PF3D7_1244000.1;0.27;0.02;0;0.03;0.09;0;0.13;0.3;20.3;3.93;0.81;1.72;10.52;33.43;45.6;39.86;0.22;0.04;0.04;0.08;0.12;0.04;0.17;0.31;17.01;3.68;0.84;1.67;9.61;30.49;42;36.06;0.37;0.02;0;0.04;0.35;0;1.33;3.55;27.96;3.93;0.92;2.19;41.01;189.06;479.72;479.16
PF3D7_1450100;PF3D7_1450100.1;0.07;0.3;0.35;0.42;0.75;0.4;0.4;0.19;51.61;92.68;95.45;93.11;66.88;67.42;64.76;73.02;0.06;0.27;0.32;0.38;0.68;0.36;0.37;0.17;43.19;83.57;86.92;83.89;61.11;61.41;59.45;65.99;0.1;0.3;0.4;0.54;2.91;2.26;4.19;2.3;71.06;92.68;108.81;118.24;260.84;381.26;681.33;877.75
PF3D7_1454500;PF3D7_1454500.1;0;0;0.13;0;0.27;0;0.19;0.44;128.92;120.91;149.03;96.77;140.77;106.55;96.89;111.52;0;0;0.12;0;0.25;0;0.17;0.4;107.89;109.03;135.83;87.19;128.63;97.05;88.94;100.75;0;0;0.15;0;1.05;0;1.98;5.3;177.53;120.91;169.89;122.9;549.01;602.53;1019.32;1340.56
PF3D7_1455700;PF3D7_1455700.1;0.05;0.02;0.04;0.01;0.06;0.02;0.03;0.08;9.79;2.09;1.11;0.65;1.47;14.19;42.37;67.06;0.06;0.02;0.09;0.04;0.06;0.04;0.04;0.09;8.24;1.88;1.01;0.6;1.4;12.92;38.93;60.6;0.07;0.02;0.05;0.02;0.24;0.12;0.3;0.93;13.48;2.09;1.27;0.83;5.72;80.24;445.74;806.13
PF3D7_1456000;PF3D7_1456000.1;0.01;0;0;0;0;0.05;0.01;0.01;10.43;1.86;1;0.37;3.75;19.5;55.21;83.76;0.01;0.01;0;0;0.06;0.04;0.02;0.02;8.92;1.82;1.07;0.41;3.56;18.17;51.64;77.31;0.02;0;0;0;0;0.27;0.12;0.1;14.36;1.86;1.14;0.47;14.64;110.25;580.79;1006.86
PF3D7_1456100;PF3D7_1456100.1;0.68;0.04;0.14;0;0;0.14;1.23;3.41;0.16;0.04;0;0;3.89;10;7.86;3.26;0.57;0.04;0.13;0;0;0.18;1.13;3.08;0.23;0.04;0.04;0;3.55;9.11;7.25;2.94;0.94;0.04;0.16;0;0;0.82;12.92;41.01;0.22;0.04;0;0;15.17;56.57;82.73;39.15
PF3D7_1457300;PF3D7_1457300.1;0.12;0.09;0.03;0.04;0.07;0;0.24;0.13;76.27;112.78;167.77;114.39;174.7;172.85;165.13;87.25;0.1;0.11;0.03;0.04;0.09;0;0.22;0.14;63.86;101.77;152.8;103.07;159.76;157.45;151.57;78.85;0.16;0.09;0.04;0.06;0.27;0;2.53;1.57;105.03;112.78;191.26;145.28;681.33;977.4;1737.2;1048.77
PF3D7_0532500;PF3D7_0532500.1;0;0;0;0;0;0;0;0.1;0.61;0.16;0;4.15;35.46;22.81;16.37;12.07;0;0;0;0;0;0;0;0.09;0.64;0.14;0;3.74;32.4;20.78;15.14;10.99;0;0;0;0;0;0;0;1.18;0.84;0.16;0;5.27;138.28;129.01;172.22;145.03
PF3D7_0600900;PF3D7_0600900.1;0.06;0;0;0;0;0;0;0;0.12;0.94;0.54;0.39;0.34;0.42;0.24;0.37;0.05;0;0;0;0;0;0;0;0.1;1.01;0.68;0.47;0.38;0.44;0.22;0.37;0.08;0;0;0;0;0;0;0;0.16;0.94;0.62;0.5;1.33;2.35;2.52;4.48
PF3D7_0602400;PF3D7_0602400.1;0;0;0;0;0;0;0.02;0.01;3.64;3.11;4.7;20.54;61.61;90.3;111.39;70.98;0;0;0;0;0;0;0.02;0.05;3.08;2.8;4.3;18.52;56.34;82.27;102.25;64.15;0;0;0;0;0;0;0.17;0.15;5.01;3.11;5.35;26.08;240.29;510.63;1171.85;853.14
PF3D7_1001600;PF3D7_1001600.1;0.05;0.17;0.34;0.15;0.11;0.03;0.04;0.11;72.22;9.21;2.74;0.92;1.06;17.05;74.14;308.18;0.04;0.16;0.31;0.13;0.11;0.05;0.04;0.13;60.5;8.33;2.52;0.83;1;15.53;68.15;278.5;0.07;0.17;0.39;0.19;0.45;0.16;0.42;1.32;99.45;9.21;3.12;1.17;4.15;96.41;779.98;3704.37
PF3D7_1002300;PF3D7_1002300.1;0.04;0.18;0.05;0.03;0.1;0.15;0.14;0.14;0.13;0.39;0.3;0.39;1.48;3.36;3.53;0.81;0.04;0.16;0.05;0.03;0.09;0.14;0.13;0.13;0.11;0.36;0.32;0.38;1.35;3.06;3.24;0.75;0.06;0.18;0.06;0.04;0.4;0.88;1.5;1.67;0.18;0.39;0.35;0.5;5.76;18.99;37.12;9.68
PF3D7_1003900;PF3D7_1003900.1;0;0.15;0.34;0.77;0.34;0.44;0.42;0.28;0.73;0.74;2.14;1.21;1.38;0.87;0.96;2.25;0;0.13;0.31;0.7;0.31;0.4;0.39;0.25;0.61;0.67;1.95;1.09;1.26;0.8;0.88;2.04;0;0.15;0.39;0.98;1.34;2.47;4.44;3.38;1;0.74;2.44;1.54;5.37;4.94;10.14;27.08
PF3D7_1005900;PF3D7_1005900.1;0.17;0.18;0.21;0.27;0.45;0.28;0.27;0.17;5.98;1.99;0.65;0.55;2.38;11.48;23.99;49.02;0.17;0.19;0.22;0.24;0.41;0.26;0.29;0.19;5.03;1.82;0.62;0.54;2.18;10.46;22.08;44.4;0.24;0.18;0.23;0.34;1.75;1.58;2.8;2.04;8.23;1.99;0.74;0.7;9.29;64.94;252.35;589.2
PF3D7_1249600;PF3D7_1249600.1;0.17;0.07;0.03;0.02;0.1;0.16;0.45;0.56;4.96;1.67;0.98;0.55;3.96;11.41;22.09;23.41;0.15;0.06;0.02;0.01;0.12;0.14;0.45;0.52;4.22;1.63;0.96;0.52;3.73;10.56;20.76;21.76;0.24;0.07;0.03;0.02;0.4;0.89;4.76;6.78;6.83;1.67;1.11;0.69;15.43;64.51;232.44;281.43
PF3D7_1252500;PF3D7_1252500.1;0.14;0.1;0.06;0;0.11;0;0;0.03;4.04;11.35;12.48;7.34;6.62;5.81;4.28;2.45;0.16;0.13;0.05;0;0.1;0;0;0.03;3.38;10.23;11.36;6.61;6.1;5.29;3.93;2.22;0.19;0.1;0.06;0;0.43;0;0;0.36;5.56;11.35;14.22;9.32;25.8;32.83;45.01;29.5
PF3D7_1253000;PF3D7_1253000.1;0.08;0.08;0.14;0.09;0.05;0.05;0.07;0.03;116.25;171.43;91.03;38.86;41.49;84.09;151.4;80.41;0.07;0.07;0.13;0.08;0.04;0.04;0.06;0.02;97.33;154.66;82.89;35.01;37.91;76.63;138.98;72.66;0.11;0.08;0.16;0.11;0.18;0.27;0.69;0.31;160.09;171.43;103.77;49.35;161.8;475.52;1592.85;966.56
PF3D7_1255200;PF3D7_1255200.1;0.22;0.08;0.07;0.12;0.45;0.11;0.16;0.46;2.12;0.69;0.32;0.41;1.66;1.33;0.93;2.66;0.23;0.14;0.08;0.15;0.42;0.12;0.27;0.47;4.26;1.38;0.6;0.68;3.43;3.49;2.73;6.72;0.3;0.08;0.08;0.16;1.77;0.61;1.64;5.52;2.92;0.69;0.36;0.52;6.49;7.55;9.76;31.95
PF3D7_1300500;PF3D7_1300500.1;1.23;0.74;0.66;2.2;1.32;0.07;0.05;0.14;0;0;0.07;0;0;0.07;0;0.11;1.03;0.67;0.6;2.02;1.21;0.06;0.04;0.13;0;0;0.06;0;0;0.06;0;0.13;1.69;0.74;0.75;2.8;5.16;0.38;0.49;1.73;0;0;0.07;0;0;0.38;0;1.3
PF3D7_1301300;PF3D7_1301300.1;0;0;0;0.06;0;0;0;0;1.57;15.33;49.5;43.75;9.83;9.7;6.81;1.59;0;0;0;0.05;0;0;0;0;1.38;13.89;45.08;39.47;8.98;8.83;6.25;1.57;0;0;0;0.07;0;0;0;0;2.16;15.33;56.43;55.56;38.33;54.83;71.69;19.14
PF3D7_1301500;PF3D7_1301500.1;0;0;0;0;0.07;0.07;0;0.04;13.39;2.63;1.13;3.28;27;28.32;13.62;3.8;0;0;0;0;0.06;0.07;0;0.03;11.2;2.37;1.03;2.95;24.67;25.86;12.5;3.43;0;0;0;0;0.28;0.41;0;0.47;18.43;2.63;1.29;4.16;105.31;160.14;143.32;45.62
PF3D7_1458900;PF3D7_1458900.1;1.69;2.21;2.08;1.52;1.33;1.06;0.8;2.23;10.28;27.18;38.42;19.25;24.62;27.28;47.15;75.69;1.41;1.99;1.89;1.37;1.22;1.05;0.85;2.11;8.6;24.51;34.99;17.34;22.5;24.85;43.28;68.42;2.32;2.21;2.37;1.93;5.19;6;8.4;26.78;14.15;27.18;43.8;24.45;96.02;154.26;496.06;909.82
PF3D7_1460100;PF3D7_1460100.1;0.06;0.06;0.07;0.04;0.2;0.07;0.05;0.33;44.15;38.58;40.54;17.87;20.95;19.4;9.14;3.85;0.14;0.05;0.06;0.04;0.18;0.06;0.04;0.33;37;34.84;36.91;16.18;19.2;17.67;8.44;3.55;0.08;0.06;0.08;0.05;0.79;0.39;0.5;3.97;60.79;38.58;46.21;22.69;81.69;109.69;96.18;46.33
PF3D7_1463400;PF3D7_1463400.1;0.39;0;0.13;0.04;0.2;0;0.05;0.11;16.24;44.34;63.54;48.14;67.31;59.66;40.75;16.16;0.32;0;0.18;0.04;0.18;0.12;0.04;0.16;13.73;40.18;58.16;43.6;62.16;55;37.66;14.66;0.53;0;0.15;0.05;0.76;0;0.48;1.28;22.36;44.34;72.44;61.14;262.5;337.39;428.76;194.22
PF3D7_0607500;PF3D7_0607500.1;5.79;1.09;0.08;0.16;0.88;1.75;11.42;62.73;1.67;4.42;10.44;11.13;11.78;20.86;28.81;21.25;4.85;0.98;0.08;0.15;0.81;1.59;10.54;56.79;1.46;4.15;9.62;10.06;10.92;19.15;26.74;19.43;7.98;1.09;0.1;0.21;3.45;9.89;120.13;753.98;2.3;4.42;11.91;14.14;45.93;117.95;303.12;255.46
PF3D7_0608200;PF3D7_0608200.1;1.42;1.69;5.56;5.38;16.78;15.74;32.1;30.49;1.89;0.84;0.28;1.43;11.05;13.19;13.8;9.68;1.19;1.52;5.06;4.85;15.34;14.34;29.55;27.54;1.58;0.76;0.38;1.29;10.22;12.01;12.84;8.75;1.95;1.69;6.33;6.83;65.45;89.02;337.66;366.5;2.6;0.84;0.32;1.82;43.09;74.59;145.15;116.36
PF3D7_0609100;PF3D7_0609100.1;0.77;0.37;0.18;0.31;0.43;0.37;0.34;1.1;60.39;88.41;113.71;119.94;130.16;93.91;99.49;69.7;0.65;0.33;0.17;0.28;0.39;0.34;0.31;1.02;50.59;79.72;103.71;108.14;118.99;85.53;91.33;63.06;1.07;0.37;0.21;0.4;1.67;2.1;3.6;13.22;83.17;88.41;129.63;152.32;507.61;531.01;1046.72;837.87
