"Gene ID","source_id","pfal3D7_Stunnenberg_pi_time_series - Hour 5 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 10 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 15 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 20 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 25 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 30 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 35 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 40 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 5 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 10 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 15 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 20 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 25 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 30 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 35 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 40 - nonunique (3D7 iRBC RNASeq)","scaled  - Hour 5 - unique (3D7 iRBC RNASeq)","scaled  - Hour 10 - unique (3D7 iRBC RNASeq)","scaled  - Hour 15 - unique (3D7 iRBC RNASeq)","scaled  - Hour 20 - unique (3D7 iRBC RNASeq)","scaled  - Hour 25 - unique (3D7 iRBC RNASeq)","scaled  - Hour 30 - unique (3D7 iRBC RNASeq)","scaled  - Hour 35 - unique (3D7 iRBC RNASeq)","scaled  - Hour 40 - unique (3D7 iRBC RNASeq)"
"PF3D7_0603700","PF3D7_0603700.1","1.26","0.69","1.51","2.48","9.42","24.69","25.53","16.31","1.06","0.66","1.33","2.2","8.59","22.63","23.53","14.54","0.08","0.04","0.1","0.45","6.06","22.03","25.53","7.56"
"PF3D7_0603800","PF3D7_0603800.1","9.87","3.52","1.96","1.43","3.17","10.62","24.45","61.13","8.41","3.13","1.79","1.35","2.96","9.72","22.58","54.68","0.62","0.18","0.13","0.26","2.04","9.47","24.45","28.34"
"PF3D7_0604300","PF3D7_0604300.1","6.11","10.69","12.77","16.58","29.45","53.96","57.53","44.06","5.28","9.72","11.45","14.95","27.06","49.51","53.16","39.56","0.39","0.55","0.82","2.99","18.95","48.14","57.53","20.42"
"PF3D7_0604400","PF3D7_0604400.1","3.33","2.58","6.17","6.72","12.78","17.33","21.99","14.44","2.79","2.39","5.78","6.3","12.16","16.51","20.23","13.02","0.21","0.13","0.4","1.21","8.23","15.46","21.99","6.69"
"PF3D7_0604500","PF3D7_0604500.1","549.13","710","564.78","462.34","437.78","411.92","464.25","337.93","464.32","620.77","500.86","413.11","399.12","377.86","429.93","302.7","34.76","36.55","36.35","83.31","281.73","367.48","464.25","156.63"
"PF3D7_0604600","PF3D7_0604600.1","2.53","3.14","1.45","1.54","4.85","10.97","11.41","5.01","2.44","3.06","1.74","1.78","4.8","10.29","10.74","4.61","0.16","0.16","0.09","0.28","3.12","9.79","11.41","2.32"
"PF3D7_0605500","PF3D7_0605500.1","3","1.87","1.05","0.82","1.53","8.25","20.76","33.9","2.71","1.76","0.92","0.88","1.73","7.62","19.13","30.3","0.19","0.1","0.07","0.15","0.99","7.36","20.76","15.71"
"PF3D7_0605800","PF3D7_0605800.1","12.52","12.57","5.97","9.4","39.99","75.95","90.75","58.56","12.79","13.3","6.56","10.46","42.6","82.47","101.16","60.69","0.79","0.65","0.38","1.69","25.74","67.76","90.75","27.14"
"PF3D7_0606200","PF3D7_0606200.1","61.51","27.41","25.76","27.85","42.73","43.46","35.64","101.03","51.69","23.85","22.91","24.72","38.74","39.57","32.78","90.4","3.89","1.41","1.66","5.02","27.5","38.77","35.64","46.82"
"PF3D7_0606700","PF3D7_0606700.1","37.66","72.75","96.21","83.42","55.21","55.11","83.79","102.48","31.88","63.58","85.27","74.45","50.37","50.48","77.31","91.7","2.38","3.75","6.19","15.03","35.53","49.17","83.79","47.5"
"PF3D7_0607000","PF3D7_0607000.1","436.41","975.65","1023.73","990.6","916.67","968","823.32","477.37","367.57","850.32","904.23","880.72","832.76","882.81","758.46","426.62","27.62","50.23","65.88","178.5","589.91","863.58","823.32","221.26"
"PF3D7_0607200","PF3D7_0607200.1","4.64","4.08","3.12","1.48","3.55","31.12","50.55","36.43","4.31","3.86","3.02","1.38","3.63","29.1","46.95","32.6","0.29","0.21","0.2","0.27","2.28","27.76","50.55","16.88"
"PF3D7_0607600","PF3D7_0607600.1","9.59","4.57","1.98","0.78","3.15","16.15","59.87","137.35","8.57","4.28","1.99","0.76","3.06","15.05","55.65","122.76","0.61","0.24","0.13","0.14","2.02","14.41","59.87","63.66"
"PF3D7_0608400","PF3D7_0608400.1","12.11","8.05","9.39","7.5","33.53","95.05","165.47","128.21","10.73","7.75","9.66","7.49","31.35","87.47","154.64","116.38","0.77","0.41","0.6","1.35","21.58","84.8","165.47","59.42"
"PF3D7_0608800","PF3D7_0608800.1","20.67","24.16","58.68","288.99","563.51","326.32","279.95","206.87","17.37","21.02","51.74","256.71","511.26","297.45","257.58","184.43","1.31","1.24","3.78","52.07","362.64","291.12","279.95","95.88"
"PF3D7_0610300","PF3D7_0610300.1","0","0","0.24","1.21","0","1.31","2.94","6.94","0","0","0.43","1.29","0.56","1.67","3.02","6.39","0","0","0.02","0.22","0","1.17","2.94","3.21"
"PF3D7_0611300","PF3D7_0611300.1","3.74","2.63","3.7","7.25","29.55","66.61","71.07","49.61","3.14","2.29","3.36","6.44","26.97","60.77","65.45","44.32","0.24","0.14","0.24","1.31","19.02","59.43","71.07","23"
"PF3D7_0611600","PF3D7_0611600.1","43.2","14.18","5.25","3.49","2.34","12.63","107.14","297.22","36.7","12.42","4.99","3.24","2.16","11.6","98.74","265.36","2.73","0.73","0.34","0.63","1.51","11.27","107.14","137.76"
"PF3D7_0611800","PF3D7_0611800.1","67.7","43.36","35.71","36.8","47.57","44.89","47.48","40.12","57.73","38.12","31.76","33.15","43.56","41.36","44.19","36.34","4.29","2.23","2.3","6.63","30.61","40.05","47.48","18.6"
"PF3D7_0612600","PF3D7_0612600.1","46.98","17.58","24.55","34.39","42.58","41.81","44.71","110.44","40.39","15.85","22.14","30.9","39.55","39.03","41.98","99.3","2.97","0.9","1.58","6.2","27.4","37.3","44.71","51.19"
