Gene_id	A7_tp10	A7_tp20	A7_tp30	A7_tp37	A7_tp40	A7_tp43	Red_A7	E5_tp10	E5_tp20	E5_tp30	E5_tp37	E5_tp40	E5_tp43	Red_E5	B11_tp10	B11_tp20	B11_tp30	B11_tp37	B11_tp40	B11_tp43	Red_B11	Percent_A7	Percent_E5	Percent_B11	MaxRedPercentDif	MeanRedPercent	MaxRedPercent
eYFP	414.0882714087193	130.615080388062	133.74589550302076	387.8011969162817	410.6790241844844	577.5425201318104	495.8153957702649	526.289164146005	164.2136260652898	79.57202966250743	232.30430573571005	430.688965331073	545.6321539517248	535.960659048865	1199.6329633689984	395.25802488916025	257.4194498765769	163.13238055732583	463.4088613315691	515.0869542462221	857.3599588076103	13.004644515898537	12.843872811718471	19.703465523401213	6.859592711682742	15.18399428367274	19.703465523401213
FKBP	18.641470000000048	13.954460000000047	11.308710000000016	54.82377999999987	46.120589999999915	39.53504000000008	50.4721849999999	12.77550999999997	27.973100000000056	226.6577000000001	65.3743899999999	31.807539999999964	34.66039	146.016045	58.796250000000114	21.453400000000002	26.55303000000001	18.467879999999987	30.839239999999922	39.37044999999989	49.08335	2.1793497677742053	4.787424080028582	2.1078956770275097	2.679528403001072	3.024889841610099	4.787424080028582
Fluciferase	525.2745437245264	180.66776194683993	134.7957114568564	497.7243407996016	803.8609624488553	787.4645637163097	795.6627630825825	636.5289390195836	198.4845996394184	115.93500403087923	480.90329951217666	672.0106415135106	429.6682783686155	654.269790266547	798.4138190296403	197.86804985242068	37.95746043292285	241.7175572111789	710.4017080803925	458.9675543756545	754.4077635550163	18.863879957127548	14.86245087531261	17.881386209360485	4.001429081814937	17.20257234726688	18.863879957127548
GFP	14.082309895734436	16.275329482136478	40.35747875183984	31.04945095601532	41.27657102867808	48.71989934870552	44.998235188691794	22.03349187211144	11.473194147052524	21.000100390598575	34.44558790795994	73.24349545843674	27.240887281408487	53.844541683198344	42.775247070159644	33.59851398851157	39.935253302915264	40.564592147371656	65.2481239437962	30.662893077188652	54.011685506977926	1.822079314040729	1.5541264737406217	2.4473026080743123	0.8931761343336906	1.941169465285221	2.4473026080743123
GFP_pL6	376.65505697653805	126.24225882225026	83.19308099289289	288.06128701441276	264.59241455564927	208.07953596345328	332.3581719954754	521.7319485826968	169.38536774169168	51.38659162670758	101.35223073152369	284.1742708136672	202.01240583583456	402.95310969818195	524.6434333327744	129.97184043244096	41.9095966305357	87.33781254160212	185.1574951035122	171.64389158153833	354.90046421814327	9.735619864237227	10.485887817077527	10.807431225437657	1.0718113612004299	10.342979635584138	10.807431225437657
HA_tag	54.115912076070536	46.04893772857294	45.65909051732195	98.30299036270429	189.04348140497777	192.5396179205719	190.79154966277486	59.04475381166413	62.64697963114407	35.6108250101567	64.31330334355413	268.88915779988173	172.28716564233986	220.5881617211108	104.25092521124249	30.101770044572216	37.626255231260984	124.35193114661284	199.58763245457655	127.49694060726698	163.54228653092176	6.680957484816005	7.0918185066095045	6.5023222579492685	0.589496248660236	6.758366083124926	7.0918185066095045
HsDHFR	216.53199999999956	17.95050000000002	48.5879100000001	184.86800000000008	179.6388999999999	477.8138000000002	347.17289999999986	215.05409999999998	68.88396000000006	83.0115699999998	238.05480000000045	419.0724999999991	118.94940000000008	328.56364999999977	378.2111000000008	101.70230000000024	66.44412999999979	117.82780000000012	341.09109999999964	279.6743000000006	359.6511000000002	10.057163272597357	9.128260092890319	10.896748838871027	1.768488745980708	10.027390734786234	10.896748838871027
Leucine	20.205692686691982	39.249039543622075	122.6772776004095	49.91181708870166	114.14960592871131	58.16561160057388	118.4134417645604	46.73540889478235	76.56673938644639	71.89949640197747	31.907441470191632	96.38674685145232	55.83478979266497	86.47674311894934	231.25539738393203	113.84460780511313	47.290534529912044	39.03227915187627	112.84502465874152	127.46425133711806	179.35982436052504	4.483744194355127	2.750982493747767	6.913183279742766	4.162200785994999	4.715969989281887	6.913183279742766
Lysine	154.0187627983351	106.52087003985633	94.768185735744	81.41490347303991	136.71842823116444	196.35564725441435	175.18720502637473	237.93923504886683	192.56363664999196	123.95870513683171	76.84834774548484	142.20726287669018	132.87157758783476	215.2514358494294	3051.8878313013347	489.55747408246145	160.63499177881553	230.1830348250719	369.8463339276744	693.3241633067472	1872.605997304041	6.305823508395855	6.895319757056091	37.566988210075024	31.26116470167917	16.922710491842324	37.566988210075024
mal_mito_1:mRNA	1995.0170000000253	1385.1520000000364	7392.36299999975	15118.970000000227	38341.8800000006	23829.279999999326	31085.579999999965	2254.9309999999623	1712.2249999999708	7414.629000000075	14484.629999999699	33728.37000000098	16283.569999999827	25005.9700000004	2161.456999999994	2843.249999999999	11136.749999999913	20818.310000000674	20668.619999999446	16778.499999999953	20743.465000000062	98.37441943551268	97.28474455162558	96.33797784923188	2.0364415862808016	97.33238061212337	98.37441943551268
mal_mito_2:mRNA	4570.6964999290185	1872.6160761106128	11323.764175900356	28328.183334708097	61551.010712497125	41776.67182185908	51663.841267178104	3931.1426722515234	2578.875847500754	12694.086945424371	29858.367808053965	60929.21514635038	37791.13765353555	49360.17639994297	4244.881432852476	5168.395045883353	20512.883651608143	34577.36024103511	37630.23470478771	33041.83992265617	36103.79747291141	99.33904966059308	99.17827795641301	98.62450875312612	0.7145409074669544	99.04727879004407	99.33904966059308
mal_mito_3:mRNA	4392.340746494548	2457.776438054908	14140.265535978835	27409.38882509715	61447.08733275907	40906.79997138733	51176.9436520732	4051.7633015323404	3334.029506355651	13563.516430026113	28280.837392184843	59301.49361958244	33704.5884032539	46503.04101141817	4862.2854130820315	5278.753583489464	20475.18275010986	39209.834101035405	36663.455106031455	36435.66848799745	37936.64460353343	99.3211861379064	98.96391568417292	98.76741693461952	0.5537692032868762	99.01750625223295	99.3211861379064
mal_rna_10:rRNA	1879.529000000049	2316.7419999999884	9105.177999999869	10131.93999999996	25492.269999999626	15549.08000000005	20520.67499999984	1920.5880000000086	4488.270000000012	7957.963999999792	13142.449999999935	23033.78999999976	10544.979999999634	18088.11999999985	1848.6499999999664	5578.108000000002	11303.40000000006	12491.190000000184	11291.820000000027	13844.050000000396	13167.62000000029	96.76670239371205	94.99821364773133	92.17577706323688	4.590925330475173	94.64689770156009	96.76670239371205
mal_rna_14:rRNA	13748.760000000202	10268.93000000034	29170.589999999418	45730.51999999935	100047.39999999905	76796.51999999945	88421.95999999925	18698.019999999942	14423.670000000402	25828.6499999997	47296.49999999864	108746.99999999734	70091.07000000207	89419.03499999971	8748.330000000225	11547.539999999992	39537.929999998836	74997.01000000167	67514.93999999898	71567.95000000126	73282.48000000147	99.73204715969989	99.74991068238657	99.73204715969989	0.017863522686681677	99.73800166726211	99.74991068238657
